date,home,away,market,bet,price,model_prob,ev,edge,book,total_line_used
2025-09-20T23:00:00Z,Dallas Stars,St. Louis Blues,puckline,home_pl_-1.5,-110.0,0.5288,0.009527272727272884,,,6.0
