date,home,away,market,ev
2025-12-21T03:00:00Z,San Jose Sharks,Seattle Kraken,ev_away_ml,0.4034
2025-12-20T17:30:00Z,New York Rangers,Philadelphia Flyers,ev_over,0.391
2025-12-21T00:00:00Z,Tampa Bay Lightning,Carolina Hurricanes,ev_over,0.2953
2025-12-21T00:00:00Z,Nashville Predators,Toronto Maple Leafs,ev_away_ml,0.2743
2025-12-20T20:00:00Z,Ottawa Senators,Chicago Blackhawks,ev_over,0.2602
2025-12-21T00:00:00Z,Montréal Canadiens,Pittsburgh Penguins,ev_away_pl_+1.5,0.2121
2025-12-21T03:00:00Z,Calgary Flames,Vegas Golden Knights,ev_home_ml,0.2055
2025-12-21T00:00:00Z,Boston Bruins,Vancouver Canucks,ev_away_pl_+1.5,0.1878
2025-12-21T00:00:00Z,Tampa Bay Lightning,Carolina Hurricanes,ev_home_pl_-1.5,0.1789
2025-12-20T17:30:00Z,Washington Capitals,Detroit Red Wings,ev_away_pl_+1.5,0.1742
2025-12-20T22:00:00Z,Buffalo Sabres,New York Islanders,ev_away_pl_+1.5,0.1724
2025-12-21T03:00:00Z,Calgary Flames,Vegas Golden Knights,ev_over,0.1698
2025-12-20T17:30:00Z,Washington Capitals,Detroit Red Wings,ev_over,0.1632
2025-12-21T03:00:00Z,Anaheim Ducks,Columbus Blue Jackets,ev_under,0.1492
2025-12-20T17:30:00Z,New York Rangers,Philadelphia Flyers,ev_away_ml,0.1472
2025-12-21T03:00:00Z,Anaheim Ducks,Columbus Blue Jackets,ev_away_pl_+1.5,0.1432
2025-12-21T00:00:00Z,Montréal Canadiens,Pittsburgh Penguins,ev_home_ml,0.142
2025-12-21T03:00:00Z,San Jose Sharks,Seattle Kraken,ev_away_pl_+1.5,0.1234
2025-12-20T23:00:00Z,Florida Panthers,St. Louis Blues,ev_over,0.1196
2025-12-21T00:00:00Z,Boston Bruins,Vancouver Canucks,ev_over,0.1038
2025-12-20T23:00:00Z,Florida Panthers,St. Louis Blues,ev_away_pl_+1.5,0.0813
