team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
New York Rangers,8476389,1,{'default': 'V. Trocheck'},New York Rangers,Winnipeg Jets,2026-03-22,0.65,0.075,0.19,0.265,0.28500000000000003,0.0,524.6666666666666,1
New York Rangers,8476459,1,{'default': 'M. Zibanejad'},New York Rangers,Winnipeg Jets,2026-03-22,0.8,0.12,0.165,0.28500000000000003,0.28,0.0,524.6666666666666,1
New York Rangers,8476468,1,{'default': 'J. Miller'},New York Rangers,Winnipeg Jets,2026-03-22,0.845,0.13,0.145,0.275,0.185,0.0,524.6666666666666,1
New York Rangers,8482073,1,{'default': 'B. Schneider'},New York Rangers,Winnipeg Jets,2026-03-22,0.5650000000000001,0.065,0.18,0.245,0.425,0.0,562.2222222222224,1
New York Rangers,8478882,1,{'default': 'V. Gavrikov'},New York Rangers,Winnipeg Jets,2026-03-22,0.5650000000000001,0.11,0.14,0.25,0.435,0.0,562.2222222222224,1
Winnipeg Jets,8478398,1,{'default': 'K. Connor'},New York Rangers,Winnipeg Jets,2026-03-22,0.74,0.1,0.115,0.21500000000000002,0.155,0.0,512.4444444444446,1
Winnipeg Jets,8476460,1,{'default': 'M. Scheifele'},New York Rangers,Winnipeg Jets,2026-03-22,0.8,0.095,0.13,0.225,0.23,0.0,512.4444444444446,1
Winnipeg Jets,8480113,1,{'default': 'A. Iafallo'},New York Rangers,Winnipeg Jets,2026-03-22,0.71,0.055,0.14,0.195,0.24,0.0,512.4444444444446,1
Winnipeg Jets,8477504,1,{'default': 'J. Morrissey'},New York Rangers,Winnipeg Jets,2026-03-22,0.5750000000000001,0.06,0.11,0.16999999999999998,0.55,0.0,585.5555555555559,1
Winnipeg Jets,8480145,1,"{'default': 'N. Pionk', 'cs': 'N.Pionk', 'de': 'N.Pionk', 'fi': 'N.Pionk', 'sk': 'N.Pionk', 'sv': 'N.Pionk'}",New York Rangers,Winnipeg Jets,2026-03-22,0.47000000000000003,0.055,0.095,0.15,0.375,0.0,528.4444444444445,1
New York Rangers,8482193,1,{'default': 'D. Garand'},New York Rangers,Winnipeg Jets,2026-03-22,0.0,0.0,0.0,0.0,0.0,5.77575,1199.9999999999998,1
Winnipeg Jets,8477480,1,{'default': 'E. Comrie'},New York Rangers,Winnipeg Jets,2026-03-22,0.0,0.0,0.0,0.0,0.0,5.712000000000002,1199.9999999999998,1
New York Rangers,8484210,1,{'default': 'G. Perreault'},New York Rangers,Winnipeg Jets,2026-03-22,0.48,0.03,0.115,0.14500000000000002,0.165,0.0,319.33333333333246,1
New York Rangers,8482109,1,{'default': 'A. Lafrenière'},New York Rangers,Winnipeg Jets,2026-03-22,0.41000000000000003,0.065,0.065,0.13,0.16,0.0,319.33333333333246,1
New York Rangers,8479390,1,{'default': 'T. Raddysh'},New York Rangers,Winnipeg Jets,2026-03-22,0.505,0.06,0.06,0.12,0.1,0.0,319.33333333333246,1
New York Rangers,8478840,1,{'default': 'W. Borgen'},New York Rangers,Winnipeg Jets,2026-03-22,0.185,0.025,0.04,0.065,0.24,0.0,233.77777777777723,1
New York Rangers,8482067,1,{'default': 'C. Mackey'},New York Rangers,Winnipeg Jets,2026-03-22,0.28500000000000003,0.03,0.06,0.09,0.24,0.0,233.77777777777723,1
Winnipeg Jets,8480289,1,{'default': 'M. Barron'},New York Rangers,Winnipeg Jets,2026-03-22,0.32,0.03,0.05,0.08,0.125,0.0,211.55555555555551,1
Winnipeg Jets,8483471,1,{'default': 'B. Lambert'},New York Rangers,Winnipeg Jets,2026-03-22,0.36,0.045,0.06,0.105,0.11,0.0,211.55555555555551,1
Winnipeg Jets,8481043,1,{'default': 'C. Koepke'},New York Rangers,Winnipeg Jets,2026-03-22,0.28,0.04,0.07,0.11000000000000001,0.12,0.0,211.55555555555551,1
Winnipeg Jets,8476331,1,"{'default': 'D. DeMelo', 'cs': 'D. Demelo', 'de': 'D. Demelo', 'fi': 'D. Demelo', 'sk': 'D. Demelo', 'sv': 'D. Demelo'}",New York Rangers,Winnipeg Jets,2026-03-22,0.325,0.045,0.05,0.095,0.185,0.0,256.2222222222215,1
Winnipeg Jets,8480049,1,{'default': 'D. Samberg'},New York Rangers,Winnipeg Jets,2026-03-22,0.305,0.025,0.11,0.135,0.33,0.0,358.22222222222206,1
New York Rangers,8482157,1,{'default': 'W. Cuylle'},New York Rangers,Winnipeg Jets,2026-03-22,0.36,0.08,0.065,0.14500000000000002,0.15,0.0,245.555555555555,1
New York Rangers,8477839,1,{'default': 'C. Sheary'},New York Rangers,Winnipeg Jets,2026-03-22,0.325,0.025,0.085,0.11000000000000001,0.125,0.0,245.555555555555,1
New York Rangers,8481789,1,{'default': 'T. Kartye'},New York Rangers,Winnipeg Jets,2026-03-22,0.4,0.04,0.08,0.12,0.085,0.0,245.555555555555,1
New York Rangers,8479323,1,{'default': 'A. Fox'},New York Rangers,Winnipeg Jets,2026-03-22,0.435,0.04,0.065,0.10500000000000001,0.305,0.0,403.99999999999994,1
New York Rangers,8481525,1,{'default': 'M. Robertson'},New York Rangers,Winnipeg Jets,2026-03-22,0.43,0.05,0.05,0.1,0.26,0.0,403.99999999999994,1
Winnipeg Jets,8482149,1,{'default': 'C. Perfetti'},New York Rangers,Winnipeg Jets,2026-03-22,0.4,0.065,0.085,0.15000000000000002,0.12,0.0,295.99999999999915,1
Winnipeg Jets,8480014,1,{'default': 'G. Vilardi'},New York Rangers,Winnipeg Jets,2026-03-22,0.4,0.09,0.105,0.195,0.18,0.0,295.99999999999915,1
Winnipeg Jets,8476392,1,{'default': 'A. Lowry'},New York Rangers,Winnipeg Jets,2026-03-22,0.555,0.05,0.125,0.175,0.19,0.0,295.99999999999915,1
Winnipeg Jets,8483510,1,{'default': 'E. Salomonsson'},New York Rangers,Winnipeg Jets,2026-03-22,0.385,0.09,0.08,0.16999999999999998,0.28,0.0,313.3333333333323,1
Winnipeg Jets,8477938,1,{'default': 'H. Fleury'},New York Rangers,Winnipeg Jets,2026-03-22,0.28500000000000003,0.02,0.095,0.115,0.15,0.0,222.66666666666634,1
Winnipeg Jets,8473604,1,{'default': 'J. Toews'},New York Rangers,Winnipeg Jets,2026-03-22,0.31,0.05,0.065,0.115,0.09,0.0,179.99999999999986,1
Winnipeg Jets,8474679,1,{'default': 'G. Nyquist'},New York Rangers,Winnipeg Jets,2026-03-22,0.23500000000000001,0.035,0.035,0.07,0.07,0.0,179.99999999999986,1
Winnipeg Jets,8482765,1,{'default': 'I. Rosen'},New York Rangers,Winnipeg Jets,2026-03-22,0.32,0.03,0.055,0.08499999999999999,0.1,0.0,179.99999999999986,1
New York Rangers,8481726,1,"{'default': 'A. Edstrom', 'cs': 'A. Edström', 'fi': 'A. Edström', 'sk': 'A. Edström', 'sv': 'A. Edström'}",New York Rangers,Winnipeg Jets,2026-03-22,0.185,0.035,0.03,0.065,0.06,0.0,110.44444444444453,1
New York Rangers,8477380,1,{'default': 'J. Brodzinski'},New York Rangers,Winnipeg Jets,2026-03-22,0.12,0.005,0.03,0.034999999999999996,0.06,0.0,110.44444444444453,1
New York Rangers,8482877,1,{'default': 'J. Chmelar'},New York Rangers,Winnipeg Jets,2026-03-22,0.195,0.035,0.04,0.07500000000000001,0.05,0.0,110.44444444444453,1
New York Rangers,8476389,2,{'default': 'V. Trocheck'},New York Rangers,Winnipeg Jets,2026-03-22,0.78,0.11,0.20500000000000002,0.315,0.29,0.0,524.4444444444448,1
New York Rangers,8476459,2,{'default': 'M. Zibanejad'},New York Rangers,Winnipeg Jets,2026-03-22,0.74,0.11,0.14,0.25,0.25,0.0,524.4444444444448,1
New York Rangers,8476468,2,{'default': 'J. Miller'},New York Rangers,Winnipeg Jets,2026-03-22,0.8300000000000001,0.13,0.17,0.30000000000000004,0.24,0.0,524.4444444444448,1
New York Rangers,8482073,2,{'default': 'B. Schneider'},New York Rangers,Winnipeg Jets,2026-03-22,0.665,0.085,0.18,0.265,0.54,0.0,566.888888888889,1
New York Rangers,8478882,2,{'default': 'V. Gavrikov'},New York Rangers,Winnipeg Jets,2026-03-22,0.62,0.085,0.17500000000000002,0.26,0.5,0.0,566.888888888889,1
