date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons
2026-03-08,Dallas Stars,Chicago Blackhawks,ev_over,0.15294871794871778,2026-03-08,6.695166666666666,0.47475,0.52525,1.0415,1.0938333333333334,0.6910059732981872,0.30899402670181275,-245.0,200.0,-130.0,110.0,102.0,-122.0,0.6516666666666666,0.34833333333333333,0.22083333333333333,0.7791666666666667,5.5,,,,,,1.1951666666666663,totals,over,0.6516666666666666,-130.0,,5.5,Over 5.5,0.6175378175708909,total 6.70 vs line 5.5 (+1.20); p=0.652; P1 pace 2.14
2026-03-08,Vegas Golden Knights,Edmonton Oilers,ev_under,0.23774509803921573,2026-03-08,5.8213333333333335,0.6094166666666667,0.39058333333333334,1.0508333333333333,0.8255,0.6437004015366858,0.35629959846331416,-115.0,-105.0,-118.0,-102.0,195.0,-238.0,0.375,0.625,0.32016666666666665,0.6798333333333333,6.5,,,,,,-0.6786666666666665,totals,under,0.625,-102.0,,6.5,Under 6.5,0.5513414545202142,total 5.82 vs line 6.5 (-0.68); p=0.625; P1 pace 1.88
2026-03-08,Pittsburgh Penguins,Boston Bruins,ev_over,0.0012323943661972092,2026-03-08,6.2588333333333335,0.48,0.52,0.9625,1.006,0.6613116784597035,0.3386883215402965,-130.0,110.0,-142.0,120.0,180.0,-218.0,0.5875,0.4125,0.22316666666666668,0.7768333333333333,5.5,,,,,,0.7588333333333335,totals,over,0.5875,-142.0,,5.5,Over 5.5,0.5018078226028648,total 6.26 vs line 5.5 (+0.76); p=0.588; P1 pace 1.97
2026-03-08,New Jersey Devils,Detroit Red Wings,ev_over,-0.002153846153846284,2026-03-08,6.101,0.4435,0.5565,0.9105,1.025,0.655108360605996,0.344891639394004,-110.0,-110.0,-130.0,110.0,210.0,-258.0,0.564,0.436,0.1915,0.8085,5.5,,,,,,0.601,totals,over,0.564,-130.0,,5.5,Over 5.5,0.4548793210749418,total 6.10 vs line 5.5 (+0.60); p=0.564; P1 pace 1.94
2026-03-08,Buffalo Sabres,Tampa Bay Lightning,ev_over,-0.057003267973856186,2026-03-08,6.494833333333333,0.484,0.516,1.0348333333333333,1.0683333333333334,0.6854907107357864,0.3145092892642136,105.0,-125.0,-102.0,-118.0,,,0.4761666666666667,0.5238333333333334,0.22116666666666668,0.7788333333333333,6.5,,,,,,-0.005166666666666764,totals,over,0.4761666666666667,-102.0,,6.5,Over 6.5,0.3119716443314764,total 6.49 vs line 6.5 (-0.01); p=0.476; P1 pace 2.10
2026-03-08,Colorado Avalanche,Minnesota Wild,ev_under,-0.03439548022598882,2026-03-08,6.448333333333333,0.541,0.459,1.0678333333333334,1.0045,0.6801116765548972,0.31988832344510276,-170.0,142.0,-102.0,-118.0,142.0,-170.0,0.47733333333333333,0.5226666666666666,0.26366666666666666,0.7363333333333333,6.5,,,,,,-0.05166666666666675,totals,under,0.5226666666666666,-118.0,,6.5,Under 6.5,0.2972032353937672,total 6.45 vs line 6.5 (-0.05); p=0.523; P1 pace 2.07
2026-03-08,Colorado Avalanche,Minnesota Wild,ev_over,-0.05469281045751623,2026-03-08,6.448333333333333,0.541,0.459,1.0678333333333334,1.0045,0.6801116765548972,0.31988832344510276,-170.0,142.0,-102.0,-118.0,142.0,-170.0,0.47733333333333333,0.5226666666666666,0.26366666666666666,0.7363333333333333,6.5,,,,,,-0.05166666666666675,totals,over,0.47733333333333333,-102.0,,6.5,Over 6.5,0.29359676460623274,total 6.45 vs line 6.5 (-0.05); p=0.477; P1 pace 2.07
2026-03-08,Buffalo Sabres,Tampa Bay Lightning,ev_under,-0.032240112994350256,2026-03-08,6.494833333333333,0.484,0.516,1.0348333333333333,1.0683333333333334,0.6854907107357864,0.3145092892642136,105.0,-125.0,-102.0,-118.0,,,0.4761666666666667,0.5238333333333334,0.22116666666666668,0.7788333333333333,6.5,,,,,,-0.005166666666666764,totals,under,0.5238333333333334,-118.0,,6.5,Under 6.5,0.2809283556685236,total 6.49 vs line 6.5 (-0.01); p=0.524; P1 pace 2.10
2026-03-08,Vegas Golden Knights,Edmonton Oilers,ev_over,-0.3072033898305085,2026-03-08,5.8213333333333335,0.6094166666666667,0.39058333333333334,1.0508333333333333,0.8255,0.6437004015366858,0.35629959846331416,-115.0,-105.0,-118.0,-102.0,195.0,-238.0,0.375,0.625,0.32016666666666665,0.6798333333333333,6.5,,,,,,-0.6786666666666665,totals,over,0.375,-118.0,,6.5,Over 6.5,0.22365854547978584,total 5.82 vs line 6.5 (-0.68); p=0.375; P1 pace 1.88
2026-03-08,Vegas Golden Knights,Edmonton Oilers,ev_home_ml,0.13934420289855076,2026-03-08,5.8213333333333335,0.6094166666666667,0.39058333333333334,1.0508333333333333,0.8255,0.6437004015366858,0.35629959846331416,-115.0,-105.0,-118.0,-102.0,195.0,-238.0,0.375,0.625,0.32016666666666665,0.6798333333333333,6.5,,,,,,-0.6786666666666665,moneyline,home_ml,0.6094166666666667,-115.0,,,Vegas Golden Knights,0.21883333333333344,p=0.609
