date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons
2026-03-08,Vegas Golden Knights,Edmonton Oilers,ev_away_ml,-0.23743253968253974,2026-03-08,5.8213333333333335,0.6094166666666667,0.39058333333333334,1.0508333333333333,0.8255,0.6437004015366858,0.35629959846331416,-115.0,-105.0,-118.0,-102.0,195.0,-238.0,0.375,0.625,0.32016666666666665,0.6798333333333333,6.5,,,,,,-0.6786666666666665,moneyline,away_ml,0.39058333333333334,-105.0,,,Edmonton Oilers,0.21883333333333332,p=0.391
2026-03-08,New Jersey Devils,Detroit Red Wings,ev_under,-0.08440000000000003,2026-03-08,6.101,0.4435,0.5565,0.9105,1.025,0.655108360605996,0.344891639394004,-110.0,-110.0,-130.0,110.0,210.0,-258.0,0.564,0.436,0.1915,0.8085,5.5,,,,,,0.601,totals,under,0.436,110.0,,5.5,Under 5.5,0.21032067892505818,total 6.10 vs line 5.5 (+0.60); p=0.436; P1 pace 1.94
2026-03-08,Pittsburgh Penguins,Boston Bruins,ev_under,-0.09249999999999997,2026-03-08,6.2588333333333335,0.48,0.52,0.9625,1.006,0.6613116784597035,0.3386883215402965,-130.0,110.0,-142.0,120.0,180.0,-218.0,0.5875,0.4125,0.22316666666666668,0.7768333333333333,5.5,,,,,,0.7588333333333335,totals,under,0.4125,120.0,,5.5,Under 5.5,0.20569217739713522,total 6.26 vs line 5.5 (+0.76); p=0.412; P1 pace 1.97
2026-03-08,Dallas Stars,Chicago Blackhawks,ev_under,-0.2684999999999999,2026-03-08,6.695166666666666,0.47475,0.52525,1.0415,1.0938333333333334,0.6910059732981872,0.30899402670181275,-245.0,200.0,-130.0,110.0,102.0,-122.0,0.6516666666666666,0.34833333333333333,0.22083333333333333,0.7791666666666667,5.5,,,,,,1.1951666666666663,totals,under,0.34833333333333333,110.0,,5.5,Under 5.5,0.20546218242910913,total 6.70 vs line 5.5 (+1.20); p=0.348; P1 pace 2.14
2026-03-08,New Jersey Devils,Detroit Red Wings,ev_away_ml,0.06240909090909097,2026-03-08,6.101,0.4435,0.5565,0.9105,1.025,0.655108360605996,0.344891639394004,-110.0,-110.0,-130.0,110.0,210.0,-258.0,0.564,0.436,0.1915,0.8085,5.5,,,,,,0.601,moneyline,away_ml,0.5565,-110.0,,,Detroit Red Wings,0.11299999999999999,p=0.556
2026-03-08,New Jersey Devils,Detroit Red Wings,ev_home_ml,-0.1533181818181818,2026-03-08,6.101,0.4435,0.5565,0.9105,1.025,0.655108360605996,0.344891639394004,-110.0,-110.0,-130.0,110.0,210.0,-258.0,0.564,0.436,0.1915,0.8085,5.5,,,,,,0.601,moneyline,home_ml,0.4435,-110.0,,,New Jersey Devils,0.11299999999999999,p=0.444
2026-03-08,Colorado Avalanche,Minnesota Wild,ev_home_ml,-0.1407647058823528,2026-03-08,6.448333333333333,0.541,0.459,1.0678333333333334,1.0045,0.6801116765548972,0.31988832344510276,-170.0,142.0,-102.0,-118.0,142.0,-170.0,0.47733333333333333,0.5226666666666666,0.26366666666666666,0.7363333333333333,6.5,,,,,,-0.05166666666666675,moneyline,home_ml,0.541,-170.0,,,Colorado Avalanche,0.08200000000000007,p=0.541
2026-03-08,Colorado Avalanche,Minnesota Wild,ev_away_ml,0.1107800000000001,2026-03-08,6.448333333333333,0.541,0.459,1.0678333333333334,1.0045,0.6801116765548972,0.31988832344510276,-170.0,142.0,-102.0,-118.0,142.0,-170.0,0.47733333333333333,0.5226666666666666,0.26366666666666666,0.7363333333333333,6.5,,,,,,-0.05166666666666675,moneyline,away_ml,0.459,142.0,,,Minnesota Wild,0.08199999999999996,p=0.459
2026-03-08,Dallas Stars,Chicago Blackhawks,ev_away_ml,0.57575,2026-03-08,6.695166666666666,0.47475,0.52525,1.0415,1.0938333333333334,0.6910059732981872,0.30899402670181275,-245.0,200.0,-130.0,110.0,102.0,-122.0,0.6516666666666666,0.34833333333333333,0.22083333333333333,0.7791666666666667,5.5,,,,,,1.1951666666666663,moneyline,away_ml,0.52525,200.0,,,Chicago Blackhawks,0.05049999999999999,p=0.525
2026-03-08,Dallas Stars,Chicago Blackhawks,ev_home_ml,-0.3314744897959183,2026-03-08,6.695166666666666,0.47475,0.52525,1.0415,1.0938333333333334,0.6910059732981872,0.30899402670181275,-245.0,200.0,-130.0,110.0,102.0,-122.0,0.6516666666666666,0.34833333333333333,0.22083333333333333,0.7791666666666667,5.5,,,,,,1.1951666666666663,moneyline,home_ml,0.47475,-245.0,,,Dallas Stars,0.05049999999999999,p=0.475
2026-03-08,Pittsburgh Penguins,Boston Bruins,ev_away_ml,0.09200000000000008,2026-03-08,6.2588333333333335,0.48,0.52,0.9625,1.006,0.6613116784597035,0.3386883215402965,-130.0,110.0,-142.0,120.0,180.0,-218.0,0.5875,0.4125,0.22316666666666668,0.7768333333333333,5.5,,,,,,0.7588333333333335,moneyline,away_ml,0.52,110.0,,,Boston Bruins,0.040000000000000036,p=0.520
2026-03-08,Pittsburgh Penguins,Boston Bruins,ev_home_ml,-0.15076923076923082,2026-03-08,6.2588333333333335,0.48,0.52,0.9625,1.006,0.6613116784597035,0.3386883215402965,-130.0,110.0,-142.0,120.0,180.0,-218.0,0.5875,0.4125,0.22316666666666668,0.7768333333333333,5.5,,,,,,0.7588333333333335,moneyline,home_ml,0.48,-130.0,,,Pittsburgh Penguins,0.040000000000000036,p=0.480
2026-03-08,Buffalo Sabres,Tampa Bay Lightning,ev_home_ml,-0.00780000000000014,2026-03-08,6.494833333333333,0.484,0.516,1.0348333333333333,1.0683333333333334,0.6854907107357864,0.3145092892642136,105.0,-125.0,-102.0,-118.0,,,0.4761666666666667,0.5238333333333334,0.22116666666666668,0.7788333333333333,6.5,,,,,,-0.005166666666666764,moneyline,home_ml,0.484,105.0,,,Buffalo Sabres,0.03200000000000003,p=0.484
2026-03-08,Buffalo Sabres,Tampa Bay Lightning,ev_away_ml,-0.07119999999999993,2026-03-08,6.494833333333333,0.484,0.516,1.0348333333333333,1.0683333333333334,0.6854907107357864,0.3145092892642136,105.0,-125.0,-102.0,-118.0,,,0.4761666666666667,0.5238333333333334,0.22116666666666668,0.7788333333333333,6.5,,,,,,-0.005166666666666764,moneyline,away_ml,0.516,-125.0,,,Tampa Bay Lightning,0.03200000000000003,p=0.516
