date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-26,Gabriel Landeskog,COL,MIN,BLOCKS,3.5,0.0563,1.007,6e-06,Under,0.999994
2026-02-26,Martin Necas,COL,MIN,BLOCKS,3.5,0.0563,1.007,6e-06,Under,0.999994
2026-02-26,Nazem Kadri,CGY,SJS,BLOCKS,3.5,0.0577,1.0001,7e-06,Under,0.999993
2026-02-26,Ryan Nugent-Hopkins,EDM,LAK,BLOCKS,3.5,0.0617,0.9951,9e-06,Under,0.999991
2026-02-26,Jonathan Marchessault,NSH,CHI,BLOCKS,3.5,0.0647,0.9915,1e-05,Under,0.99999
2026-02-26,Timo Meier,NJD,PIT,BLOCKS,3.5,0.0681,0.9935,1.2e-05,Under,0.999988
2026-02-26,Yanni Gourde,TBL,CAR,BLOCKS,3.5,0.0787,1.0032,2.1e-05,Under,0.999979
2026-02-26,Jordan Kyrou,STL,SEA,BLOCKS,3.5,0.0877,0.996,3.1e-05,Under,0.999969
2026-02-26,Brad Marchand,FLA,TOR,BLOCKS,3.5,0.1006,0.9924,5e-05,Under,0.99995
2026-02-26,Lucas Raymond,DET,OTT,BLOCKS,3.5,0.1006,1.0072,5.2e-05,Under,0.999948
2026-02-26,Matt Boldy,MIN,COL,BLOCKS,3.5,0.1006,1.0024,5.4e-05,Under,0.999946
2026-02-26,Teuvo Teravainen,CHI,NSH,BLOCKS,3.5,0.1006,1.0071,5.4e-05,Under,0.999946
2026-02-26,Steven Stamkos,NSH,CHI,BLOCKS,3.5,0.1134,0.9915,7.9e-05,Under,0.999921
2026-02-26,Artturi Lehkonen,COL,MIN,BLOCKS,3.5,0.117,1.007,9.6e-05,Under,0.999904
2026-02-26,Drake Batherson,OTT,DET,BLOCKS,3.5,0.1285,0.9977,0.000123,Under,0.999877
2026-02-26,Martin Necas,COL,MIN,BLOCKS,2.5,0.0563,1.007,0.000132,Under,0.999868
2026-02-26,Gabriel Landeskog,COL,MIN,BLOCKS,2.5,0.0563,1.007,0.000132,Under,0.999868
2026-02-26,Nazem Kadri,CGY,SJS,BLOCKS,2.5,0.0577,1.0001,0.000133,Under,0.999867
2026-02-26,Adrian Kempe,LAK,EDM,BLOCKS,3.5,0.1321,1.002,0.00015,Under,0.99985
2026-02-26,Leon Draisaitl,EDM,LAK,BLOCKS,3.5,0.1333,0.9951,0.000151,Under,0.999849
2026-02-26,Jake Guentzel,TBL,CAR,BLOCKS,3.5,0.1371,1.0032,0.000161,Under,0.999839
2026-02-26,Victor Hedman,TBL,CAR,BLOCKS,3.5,0.1371,1.0032,0.000161,Under,0.999839
2026-02-26,Ryan Nugent-Hopkins,EDM,LAK,BLOCKS,2.5,0.0617,0.9951,0.000167,Under,0.999833
2026-02-26,Jonathan Marchessault,NSH,CHI,BLOCKS,2.5,0.0647,0.9915,0.000181,Under,0.999819
2026-02-26,Anthony Mantha,PIT,NJD,BLOCKS,3.5,0.1433,0.9963,0.000193,Under,0.999807
2026-02-26,Timo Meier,NJD,PIT,BLOCKS,2.5,0.0681,0.9935,0.000217,Under,0.999783
2026-02-26,Jesper Bratt,NJD,PIT,BLOCKS,3.5,0.1528,0.9935,0.000239,Under,0.999761
2026-02-26,Yanni Gourde,TBL,CAR,BLOCKS,2.5,0.0787,1.0032,0.000328,Under,0.999672
2026-02-26,Matt Coronato,CGY,SJS,BLOCKS,3.5,0.1707,1.0001,0.000344,Under,0.999656
2026-02-26,Carter Verhaeghe,FLA,TOR,BLOCKS,3.5,0.177,0.9924,0.00038,Under,0.99962
2026-02-26,Kirill Kaprizov,MIN,COL,BLOCKS,3.5,0.1774,1.0024,0.000414,Under,0.999586
2026-02-26,Matias Maccelli,TOR,FLA,BLOCKS,3.5,0.179,1.0087,0.000418,Under,0.999582
2026-02-26,Jordan Kyrou,STL,SEA,BLOCKS,2.5,0.0877,0.996,0.000437,Under,0.999563
2026-02-26,Isac Lundestrom,CBJ,BOS,BLOCKS,3.5,0.1811,1.0092,0.000437,Under,0.999563
2026-02-26,Brock Nelson,COL,MIN,BLOCKS,3.5,0.1892,1.007,0.000526,Under,0.999474
2026-02-26,Trevor Zegras,PHI,NYR,BLOCKS,3.5,0.1944,1.0031,0.000543,Under,0.999457
2026-02-26,Luke Evangelista,NSH,CHI,BLOCKS,3.5,0.198,0.9915,0.000558,Under,0.999442
2026-02-26,Ivan Demidov,MTL,NYI,BLOCKS,3.5,0.2012,0.9931,0.000618,Under,0.999382
2026-02-26,Brad Marchand,FLA,TOR,BLOCKS,2.5,0.1006,0.9924,0.000628,Under,0.999372
2026-02-26,Teuvo Teravainen,CHI,NSH,BLOCKS,2.5,0.1006,1.0071,0.000648,Under,0.999352
2026-02-26,Lucas Raymond,DET,OTT,BLOCKS,2.5,0.1006,1.0072,0.000651,Under,0.999349
2026-02-26,Matt Boldy,MIN,COL,BLOCKS,2.5,0.1006,1.0024,0.000661,Under,0.999339
2026-02-26,Filip Forsberg,NSH,CHI,BLOCKS,3.5,0.2082,0.9915,0.000662,Under,0.999338
2026-02-26,Connor Bedard,CHI,NSH,BLOCKS,3.5,0.2062,1.0071,0.000675,Under,0.999325
2026-02-26,Kaapo Kakko,SEA,STL,BLOCKS,3.5,0.2082,0.9937,0.000677,Under,0.999323
2026-02-26,Dylan Larkin,DET,OTT,BLOCKS,3.5,0.2082,1.0072,0.000696,Under,0.999304
2026-02-26,Joel Eriksson Ek,MIN,COL,BLOCKS,3.5,0.2082,1.0024,0.000717,Under,0.999283
2026-02-26,Sebastian Aho,CAR,TBL,BLOCKS,3.5,0.2082,1.0139,0.00072,Under,0.99928
2026-02-26,Josh Anderson,MTL,NYI,BLOCKS,3.5,0.2111,0.9931,0.000726,Under,0.999274
2026-02-26,Alex Newhook,MTL,NYI,BLOCKS,3.5,0.2111,0.9931,0.000726,Under,0.999274
2026-02-26,Cole Caufield,MTL,NYI,BLOCKS,3.5,0.2111,0.9931,0.000726,Under,0.999274
2026-02-26,Ilya Mikheyev,CHI,NSH,BLOCKS,3.5,0.2176,1.0071,0.000809,Under,0.999191
2026-02-26,Jack Roslovic,EDM,LAK,BLOCKS,3.5,0.2178,0.9951,0.000827,Under,0.999173
2026-02-26,Steven Stamkos,NSH,CHI,BLOCKS,2.5,0.1134,0.9915,0.000863,Under,0.999137
2026-02-26,Tommy Novak,PIT,NJD,BLOCKS,3.5,0.2246,0.9963,0.000907,Under,0.999093
2026-02-26,Artturi Lehkonen,COL,MIN,BLOCKS,2.5,0.117,1.007,0.001012,Under,0.998988
2026-02-26,Logan Stankoven,CAR,TBL,BLOCKS,3.5,0.2358,1.0139,0.001093,Under,0.998907
2026-02-26,Andrei Svechnikov,CAR,TBL,BLOCKS,3.5,0.2385,1.0139,0.001134,Under,0.998866
2026-02-26,Dylan Cozens,OTT,DET,BLOCKS,3.5,0.2432,0.9977,0.001136,Under,0.998864
2026-02-26,Justin Brazeau,PIT,NJD,BLOCKS,3.5,0.2441,0.9963,0.001196,Under,0.998804
2026-02-26,Drake Batherson,OTT,DET,BLOCKS,2.5,0.1285,0.9977,0.001238,Under,0.998762
2026-02-26,Mats Zuccarello,MIN,COL,BLOCKS,3.5,0.2492,1.0024,0.001303,Under,0.998697
2026-02-26,Juraj Slafkovsky,MTL,NYI,BLOCKS,3.5,0.252,0.9931,0.001305,Under,0.998695
2026-02-26,William Nylander,TOR,FLA,BLOCKS,3.5,0.2548,1.0087,0.001379,Under,0.998621
2026-02-26,Adrian Kempe,LAK,EDM,BLOCKS,2.5,0.1321,1.002,0.0014,Under,0.9986
2026-02-26,Leon Draisaitl,EDM,LAK,BLOCKS,2.5,0.1333,0.9951,0.001408,Under,0.998592
2026-02-26,Victor Hedman,TBL,CAR,BLOCKS,2.5,0.1371,1.0032,0.00151,Under,0.99849
2026-02-26,Jake Guentzel,TBL,CAR,BLOCKS,2.5,0.1371,1.0032,0.00151,Under,0.99849
2026-02-26,Dmitri Voronkov,CBJ,BOS,BLOCKS,3.5,0.2656,1.0092,0.001573,Under,0.998427
2026-02-26,Fraser Minten,BOS,CBJ,BLOCKS,3.5,0.2715,0.9882,0.001578,Under,0.998422
2026-02-26,Jared McCann,SEA,STL,BLOCKS,3.5,0.2699,0.9937,0.001601,Under,0.998399
2026-02-26,Anthony Mantha,PIT,NJD,BLOCKS,2.5,0.1433,0.9963,0.001697,Under,0.998303
2026-02-26,Michael Eyssimont,BOS,CBJ,BLOCKS,3.5,0.2848,0.9882,0.001841,Under,0.998159
2026-02-26,Casey Mittelstadt,BOS,CBJ,BLOCKS,3.5,0.2848,0.9882,0.001841,Under,0.998159
2026-02-26,Will Smith,SJS,CGY,BLOCKS,3.5,0.2813,1.0027,0.001844,Under,0.998156
2026-02-26,Jesper Bratt,NJD,PIT,BLOCKS,2.5,0.1528,0.9935,0.001996,Under,0.998004
2026-02-26,Connor Zary,CGY,SJS,BLOCKS,3.5,0.2948,1.0001,0.002123,Under,0.997877
2026-02-26,Ross Colton,COL,MIN,BLOCKS,3.5,0.2917,1.007,0.002197,Under,0.997803
2026-02-26,Tyler Bertuzzi,CHI,NSH,BLOCKS,3.5,0.3121,1.0071,0.002598,Under,0.997402
2026-02-26,Matt Coronato,CGY,SJS,BLOCKS,2.5,0.1707,1.0001,0.002625,Under,0.997375
2026-02-26,Dawson Mercer,NJD,PIT,BLOCKS,3.5,0.3136,0.9935,0.002647,Under,0.997353
2026-02-26,Frank Nazar,CHI,NSH,BLOCKS,3.5,0.3152,1.0071,0.002681,Under,0.997319
2026-02-26,Gabriel Landeskog,COL,MIN,BLOCKS,1.5,0.0563,1.007,0.002698,Under,0.997302
2026-02-26,Martin Necas,COL,MIN,BLOCKS,1.5,0.0563,1.007,0.002698,Under,0.997302
2026-02-26,David Pastrnak,BOS,CBJ,BLOCKS,3.5,0.322,0.9882,0.002718,Under,0.997282
2026-02-26,Nazem Kadri,CGY,SJS,BLOCKS,1.5,0.0577,1.0001,0.002732,Under,0.997268
2026-02-26,Matthew Tkachuk,FLA,TOR,BLOCKS,3.5,0.322,0.9924,0.002779,Under,0.997221
2026-02-26,Brady Tkachuk,OTT,DET,BLOCKS,3.5,0.322,0.9977,0.00281,Under,0.99719
2026-02-26,Vincent Trocheck,NYR,PHI,BLOCKS,3.5,0.322,1.0005,0.002854,Under,0.997146
