date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source,team_norm,player_norm
2026-03-01,Mason McTavish,ANA,CGY,BLOCKS,3.5,,,,0.6813,0.023715,Under,,0.976285,nolines,ANA,mason mctavish
2026-03-01,Joel Farabee,CGY,ANA,BLOCKS,2.5,,,,0.424,0.024281,Under,,0.975719,nolines,CGY,joel farabee
2026-03-01,Morgan Frost,CGY,ANA,BLOCKS,2.5,,,,0.436,0.0258,Under,,0.9742,nolines,CGY,morgan frost
2026-03-01,Anton Lundell,FLA,NYI,BLOCKS,2.5,,,,0.4573,0.027404,Under,,0.972596,nolines,FLA,anton lundell
2026-03-01,Evan Rodrigues,FLA,NYI,BLOCKS,2.5,,,,0.4724,0.029363,Under,,0.970637,nolines,FLA,evan rodrigues
2026-03-01,Mackie Samoskevich,FLA,NYI,BLOCKS,2.5,,,,0.4724,0.029363,Under,,0.970637,nolines,FLA,mackie samoskevich
2026-03-01,Sam Reinhart,FLA,NYI,BLOCKS,2.5,,,,0.4905,0.031796,Under,,0.968204,nolines,FLA,sam reinhart
2026-03-01,Calum Ritchie,NYI,FLA,BLOCKS,3.5,,,,0.782,0.033272,Under,,0.966728,nolines,NYI,calum ritchie
2026-03-01,Sam Bennett,FLA,NYI,BLOCKS,1.5,,,,0.2338,0.033544,Under,,0.966456,nolines,FLA,sam bennett
2026-03-01,Yegor Sharangovich,CGY,ANA,BLOCKS,3.5,,,,0.8,0.035422,Under,,0.964578,nolines,CGY,yegor sharangovich
2026-03-01,Matvei Gridin,CGY,ANA,BLOCKS,3.5,,,,0.8251,0.038064,Under,,0.961936,nolines,CGY,matvei gridin
2026-03-01,Emil Heineman,NYI,FLA,BLOCKS,2.5,,,,0.531,0.03869,Under,,0.96131,nolines,NYI,emil heineman
2026-03-01,Simon Holmstrom,NYI,FLA,BLOCKS,2.5,,,,0.531,0.03869,Under,,0.96131,nolines,NYI,simon holmstrom
2026-03-01,Anders Lee,NYI,FLA,BLOCKS,1.5,,,,0.2585,0.040594,Under,,0.959406,nolines,NYI,anders lee
2026-03-01,Gustav Forsling,FLA,NYI,BLOCKS,3.5,,,,0.9216,0.046784,Under,,0.953216,nolines,FLA,gustav forsling
2026-03-01,Mathew Barzal,NYI,FLA,BLOCKS,2.5,,,,0.5846,0.04692,Under,,0.95308,nolines,NYI,mathew barzal
2026-03-01,Blake Coleman,CGY,ANA,BLOCKS,1.5,,,,0.2948,0.050597,Under,,0.949403,nolines,CGY,blake coleman
2026-03-01,Connor Zary,CGY,ANA,BLOCKS,1.5,,,,0.2948,0.050597,Under,,0.949403,nolines,CGY,connor zary
2026-03-01,Mason McTavish,ANA,CGY,BLOCKS,2.5,,,,0.6813,0.063016,Under,,0.936984,nolines,ANA,mason mctavish
2026-03-01,Alex Killorn,ANA,CGY,BLOCKS,1.5,,,,0.3527,0.06634,Under,,0.93366,nolines,ANA,alex killorn
2026-03-01,Joel Farabee,CGY,ANA,SOG,4.5,,,,1.4392,0.06641,Under,,0.93359,nolines,CGY,joel farabee
2026-03-01,Ryan Poehling,ANA,CGY,SOG,4.5,,,,1.457,0.067513,Under,,0.932487,nolines,ANA,ryan poehling
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,4.5,,,,1.5785,0.080192,Under,,0.919808,nolines,NYI,simon holmstrom
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,4.5,,,,1.6219,0.082123,Under,,0.917877,nolines,FLA,aaron ekblad
2026-03-01,Calum Ritchie,NYI,FLA,SOG,4.5,,,,1.7207,0.095534,Under,,0.904466,nolines,NYI,calum ritchie
2026-03-01,Connor Zary,CGY,ANA,SOG,4.5,,,,1.7174,0.096088,Under,,0.903912,nolines,CGY,connor zary
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,4.5,,,,1.7846,0.102587,Under,,0.897413,nolines,NYI,matthew schaefer
2026-03-01,Morgan Frost,CGY,ANA,SOG,4.5,,,,1.905,0.117205,Under,,0.882795,nolines,CGY,morgan frost
2026-03-01,Joel Farabee,CGY,ANA,SOG,3.5,,,,1.4392,0.118045,Under,,0.881955,nolines,CGY,joel farabee
2026-03-01,Gustav Forsling,FLA,NYI,SOG,4.5,,,,1.954,0.118178,Under,,0.881822,nolines,FLA,gustav forsling
2026-03-01,Ryan Poehling,ANA,CGY,SOG,3.5,,,,1.457,0.119601,Under,,0.880399,nolines,ANA,ryan poehling
2026-03-01,Jackson LaCombe,ANA,CGY,SOG,4.5,,,,2.0505,0.132775,Under,,0.867225,nolines,ANA,jackson lacombe
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,3.5,,,,1.5785,0.136778,Under,,0.8632219999999999,nolines,NYI,simon holmstrom
2026-03-01,Sam Reinhart,FLA,NYI,SOG,4.5,,,,2.1334,0.13827,Under,,0.86173,nolines,FLA,sam reinhart
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,3.5,,,,1.6219,0.139388,Under,,0.8606119999999999,nolines,FLA,aaron ekblad
2026-03-01,MacKenzie Weegar,CGY,ANA,SOG,4.5,,,,2.1231,0.142281,Under,,0.857719,nolines,CGY,mackenzie weegar
2026-03-01,Mackie Samoskevich,FLA,NYI,SOG,4.5,,,,2.2247,0.148553,Under,,0.8514470000000001,nolines,FLA,mackie samoskevich
2026-03-01,Mathew Barzal,NYI,FLA,SOG,4.5,,,,2.2189,0.151835,Under,,0.8481650000000001,nolines,NYI,mathew barzal
2026-03-01,Matvei Gridin,CGY,ANA,SOG,4.5,,,,2.2102,0.152344,Under,,0.847656,nolines,CGY,matvei gridin
2026-03-01,Alex Killorn,ANA,CGY,SOG,4.5,,,,2.2457,0.155205,Under,,0.844795,nolines,ANA,alex killorn
2026-03-01,Calum Ritchie,NYI,FLA,SOG,3.5,,,,1.7207,0.157176,Under,,0.842824,nolines,NYI,calum ritchie
2026-03-01,Connor Zary,CGY,ANA,SOG,3.5,,,,1.7174,0.158302,Under,,0.8416980000000001,nolines,CGY,connor zary
2026-03-01,Anders Lee,NYI,FLA,SOG,4.5,,,,2.2816,0.159,Under,,0.841,nolines,NYI,anders lee
2026-03-01,Mikael Backlund,CGY,ANA,SOG,4.5,,,,2.2832,0.160776,Under,,0.839224,nolines,CGY,mikael backlund
2026-03-01,Sam Bennett,FLA,NYI,SOG,4.5,,,,2.3353,0.160998,Under,,0.839002,nolines,FLA,sam bennett
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,3.5,,,,1.7846,0.166317,Under,,0.833683,nolines,NYI,matthew schaefer
2026-03-01,Brad Marchand,FLA,NYI,SOG,4.5,,,,2.4166,0.170122,Under,,0.829878,nolines,FLA,brad marchand
2026-03-01,Mason McTavish,ANA,CGY,SOG,4.5,,,,2.4025,0.173212,Under,,0.826788,nolines,ANA,mason mctavish
2026-03-01,Chris Kreider,ANA,CGY,SOG,4.5,,,,2.5011,0.184462,Under,,0.815538,nolines,ANA,chris kreider
2026-03-01,Morgan Frost,CGY,ANA,SOG,3.5,,,,1.905,0.185338,Under,,0.814662,nolines,CGY,morgan frost
2026-03-01,Gustav Forsling,FLA,NYI,SOG,3.5,,,,1.954,0.186076,Under,,0.813924,nolines,FLA,gustav forsling
2026-03-01,Nazem Kadri,CGY,ANA,SOG,4.5,,,,2.5617,0.192721,Under,,0.807279,nolines,CGY,nazem kadri
2026-03-01,Jackson LaCombe,ANA,CGY,SOG,3.5,,,,2.0505,0.204617,Under,,0.795383,nolines,ANA,jackson lacombe
2026-03-01,Joel Farabee,CGY,ANA,SOG,2.5,,,,1.4392,0.208237,Under,,0.791763,nolines,CGY,joel farabee
2026-03-01,Leo Carlsson,ANA,CGY,SOG,4.5,,,,2.7287,0.210092,Under,,0.789908,nolines,ANA,leo carlsson
2026-03-01,Blake Coleman,CGY,ANA,SOG,4.5,,,,2.7165,0.210181,Under,,0.789819,nolines,CGY,blake coleman
2026-03-01,Ryan Poehling,ANA,CGY,SOG,2.5,,,,1.457,0.210272,Under,,0.789728,nolines,ANA,ryan poehling
2026-03-01,Sam Reinhart,FLA,NYI,SOG,3.5,,,,2.1334,0.210748,Under,,0.7892520000000001,nolines,FLA,sam reinhart
2026-03-01,MacKenzie Weegar,CGY,ANA,SOG,3.5,,,,2.1231,0.216151,Under,,0.783849,nolines,CGY,mackenzie weegar
2026-03-01,Yegor Sharangovich,CGY,ANA,SOG,4.5,,,,2.8041,0.219945,Under,,0.7800549999999999,nolines,CGY,yegor sharangovich
2026-03-01,Evan Rodrigues,FLA,NYI,SOG,4.5,,,,2.8898,0.222165,Under,,0.777835,nolines,FLA,evan rodrigues
2026-03-01,Mackie Samoskevich,FLA,NYI,SOG,3.5,,,,2.2247,0.223076,Under,,0.776924,nolines,FLA,mackie samoskevich
2026-03-01,Bo Horvat,NYI,FLA,SOG,4.5,,,,2.8594,0.223737,Under,,0.776263,nolines,NYI,bo horvat
2026-03-01,Mathew Barzal,NYI,FLA,SOG,3.5,,,,2.2189,0.226973,Under,,0.773027,nolines,NYI,mathew barzal
2026-03-01,Matvei Gridin,CGY,ANA,SOG,3.5,,,,2.2102,0.228185,Under,,0.771815,nolines,CGY,matvei gridin
2026-03-01,Emil Heineman,NYI,FLA,SOG,4.5,,,,2.9146,0.229714,Under,,0.770286,nolines,NYI,emil heineman
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,2.5,,,,1.5785,0.231517,Under,,0.768483,nolines,NYI,simon holmstrom
2026-03-01,Alex Killorn,ANA,CGY,SOG,3.5,,,,2.2457,0.231576,Under,,0.768424,nolines,ANA,alex killorn
2026-03-01,Anton Lundell,FLA,NYI,SOG,4.5,,,,3.0042,0.234346,Under,,0.7656540000000001,nolines,FLA,anton lundell
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,2.5,,,,1.6219,0.234787,Under,,0.765213,nolines,FLA,aaron ekblad
2026-03-01,Anders Lee,NYI,FLA,SOG,3.5,,,,2.2816,0.235417,Under,,0.764583,nolines,NYI,anders lee
2026-03-01,Sam Bennett,FLA,NYI,SOG,3.5,,,,2.3353,0.237757,Under,,0.762243,nolines,FLA,sam bennett
2026-03-01,Mikael Backlund,CGY,ANA,SOG,3.5,,,,2.2832,0.238139,Under,,0.761861,nolines,CGY,mikael backlund
2026-03-01,Matthew Tkachuk,FLA,NYI,SOG,4.5,,,,3.0718,0.241465,Under,,0.758535,nolines,FLA,matthew tkachuk
2026-03-01,Jacob Trouba,ANA,CGY,SOG,4.5,,,,3.0392,0.244043,Under,,0.755957,nolines,ANA,jacob trouba
2026-03-01,Brad Marchand,FLA,NYI,SOG,3.5,,,,2.4166,0.248366,Under,,0.751634,nolines,FLA,brad marchand
2026-03-01,Tony DeAngelo,NYI,FLA,SOG,4.5,,,,3.0983,0.249299,Under,,0.7507010000000001,nolines,NYI,tony deangelo
2026-03-01,Mason McTavish,ANA,CGY,SOG,3.5,,,,2.4025,0.252621,Under,,0.747379,nolines,ANA,mason mctavish
2026-03-01,Calum Ritchie,NYI,FLA,SOG,2.5,,,,1.7207,0.256656,Under,,0.743344,nolines,NYI,calum ritchie
2026-03-01,Connor Zary,CGY,ANA,SOG,2.5,,,,1.7174,0.258898,Under,,0.7411019999999999,nolines,CGY,connor zary
2026-03-01,Beckett Sennecke,ANA,CGY,SOG,4.5,,,,3.2127,0.262386,Under,,0.737614,nolines,ANA,beckett sennecke
2026-03-01,Chris Kreider,ANA,CGY,SOG,3.5,,,,2.5011,0.265532,Under,,0.734468,nolines,ANA,chris kreider
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,2.5,,,,1.7846,0.267637,Under,,0.732363,nolines,NYI,matthew schaefer
2026-03-01,Nazem Kadri,CGY,ANA,SOG,3.5,,,,2.5617,0.274901,Under,,0.7250989999999999,nolines,CGY,nazem kadri
2026-03-01,Carter Verhaeghe,FLA,NYI,SOG,4.5,,,,3.4012,0.2751,Under,,0.7249,nolines,FLA,carter verhaeghe
