date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-01-27,Colten Ellis,BUF,TOR,SAVES,30.5,27.0,0.9924,0.31883,Under,0.68117
2026-01-27,Ukko-Pekka Luukkonen,BUF,TOR,SAVES,30.5,27.0,0.9924,0.31883,Under,0.68117
2026-01-27,Alex Lyon,BUF,TOR,SAVES,30.5,27.0,0.9924,0.31883,Under,0.68117
2026-01-27,Anthony Stolarz,TOR,BUF,SAVES,30.5,27.0,0.9943,0.319535,Under,0.680465
2026-01-27,Joseph Woll,TOR,BUF,SAVES,30.5,27.0,0.9943,0.319535,Under,0.680465
2026-01-27,Carter Hart,VGK,MTL,SAVES,30.5,27.0,0.994,0.319896,Under,0.680104
2026-01-27,Akira Schmid,VGK,MTL,SAVES,30.5,27.0,0.994,0.319896,Under,0.680104
2026-01-27,Adin Hill,VGK,MTL,SAVES,30.5,27.0,0.994,0.319896,Under,0.680104
2026-01-27,Matt Murray,SEA,WSH,SAVES,30.5,27.0,0.997,0.320678,Under,0.679322
2026-01-27,Philipp Grubauer,SEA,WSH,SAVES,30.5,27.0,0.997,0.320678,Under,0.679322
2026-01-27,Joey Daccord,SEA,WSH,SAVES,30.5,27.0,0.997,0.320678,Under,0.679322
2026-01-27,Darcy Kuemper,LAK,DET,SAVES,30.5,27.0,0.9963,0.321935,Under,0.6780649999999999
2026-01-27,Anton Forsberg,LAK,DET,SAVES,30.5,27.0,0.9963,0.321935,Under,0.6780649999999999
2026-01-27,Spencer Knight,CHI,MIN,SAVES,30.5,27.0,0.9937,0.322581,Under,0.677419
2026-01-27,Arvid Soderblom,CHI,MIN,SAVES,30.5,27.0,0.9937,0.322581,Under,0.677419
2026-01-27,Cam Talbot,DET,LAK,SAVES,30.5,27.0,0.9983,0.322628,Under,0.677372
2026-01-27,John Gibson,DET,LAK,SAVES,30.5,27.0,0.9983,0.322628,Under,0.677372
2026-01-27,Logan Thompson,WSH,SEA,SAVES,30.5,27.0,1.0026,0.322716,Under,0.677284
2026-01-27,Charlie Lindgren,WSH,SEA,SAVES,30.5,27.0,1.0026,0.322716,Under,0.677284
2026-01-27,Jordan Binnington,STL,DAL,SAVES,30.5,27.0,0.9953,0.322776,Under,0.677224
2026-01-27,Joel Hofer,STL,DAL,SAVES,30.5,27.0,0.9953,0.322776,Under,0.677224
2026-01-27,Jakub Dobes,MTL,VGK,SAVES,30.5,27.0,1.0037,0.323349,Under,0.676651
2026-01-27,Samuel Montembeault,MTL,VGK,SAVES,30.5,27.0,1.0037,0.323349,Under,0.676651
2026-01-27,Casey DeSmith,DAL,STL,SAVES,30.5,27.0,0.9974,0.323548,Under,0.676452
2026-01-27,Jake Oettinger,DAL,STL,SAVES,30.5,27.0,0.9974,0.323548,Under,0.676452
2026-01-27,Juuse Saros,NSH,BOS,SAVES,30.5,27.0,1.0053,0.323824,Under,0.676176
2026-01-27,Justus Annunen,NSH,BOS,SAVES,30.5,27.0,1.0053,0.323824,Under,0.676176
2026-01-27,Joonas Korpisalo,BOS,NSH,SAVES,30.5,27.0,1.0069,0.324378,Under,0.675622
2026-01-27,Jeremy Swayman,BOS,NSH,SAVES,30.5,27.0,1.0069,0.324378,Under,0.675622
2026-01-27,Karel Vejmelka,UTA,FLA,SAVES,30.5,27.0,1.0,0.326436,Under,0.673564
2026-01-27,Vitek Vanecek,UTA,FLA,SAVES,30.5,27.0,1.0,0.326436,Under,0.673564
2026-01-27,Filip Gustavsson,MIN,CHI,SAVES,30.5,27.0,1.0052,0.326748,Under,0.673252
2026-01-27,Jesper Wallstedt,MIN,CHI,SAVES,30.5,27.0,1.0052,0.326748,Under,0.673252
