gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020842,2026-01-28,New York Islanders,New York Rangers,2,3
2025020840,2026-01-28,Columbus Blue Jackets,Philadelphia Flyers,3,0
2025020841,2026-01-28,Ottawa Senators,Colorado Avalanche,4,1
