date,player,team,market,line,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-03,Emil Heineman,NYI,GOALS,0.5,0.008059873344847437,300,-450,fanduel,Under,0.21237126591185318,0.9919401266551525
2026-02-03,Emil Heineman,NYI,POINTS,0.5,0.8295912492803684,140,-189,pinnacle,Over,0.9910189982728842,0.8295912492803684
2026-02-03,Emil Heineman,NYI,SOG,1.5,0.014968336211859529,-170,130,fanduel,Under,1.2655728267127229,0.9850316637881404
2026-02-03,Mathew Barzal,NYI,ASSISTS,0.5,0.9326732673267327,115,-148,draftkings,Over,1.0052475247524755,0.9326732673267327
2026-02-03,Mathew Barzal,NYI,GOALS,0.5,0.0026402640264026403,230,-320,fanduel,Under,0.3090346534653466,0.9973597359735974
2026-02-03,Mathew Barzal,NYI,POINTS,0.5,0.9346534653465347,-168,130,draftkings,Over,0.4909948137670912,0.9346534653465347
2026-02-03,Mathew Barzal,NYI,SOG,1.5,0.0,-210,155,pinnacle,Under,1.5499999999999998,1.0
2026-02-03,Mathew Barzal,NYI,SOG,2.5,0.0,148,-196,fanduel,Under,0.510204081632653,1.0
2026-02-03,Matthew Schaefer,NYI,ASSISTS,0.5,0.814902424600828,156,-211,pinnacle,Over,1.0861502069781195,0.814902424600828
2026-02-03,Matthew Schaefer,NYI,POINTS,0.5,0.8196333530455352,105,-140,betmgm,Over,0.680248373743347,0.8196333530455352
2026-02-03,Matthew Schaefer,NYI,SOG,1.5,0.0059136605558840925,-210,155,pinnacle,Under,1.5349201655824956,0.994086339444116
2026-02-03,Matthew Schaefer,NYI,SOG,2.5,0.0011827321111768185,138,-182,fanduel,Under,0.5476179645310337,0.9988172678888232
2026-02-03,Simon Holmstrom,NYI,ASSISTS,0.5,1.0,262,-385,pinnacle,Over,2.62,1.0
2026-02-03,Tony DeAngelo,NYI,ASSISTS,0.5,0.9298365122615804,205,-287,pinnacle,Over,1.83600136239782,0.9298365122615804
2026-02-03,Tony DeAngelo,NYI,POINTS,0.5,0.9311989100817438,151,-204,pinnacle,Over,1.3373092643051767,0.9311989100817438
2026-02-03,Tony DeAngelo,NYI,SOG,1.5,0.004087193460490463,-188,142,fanduel,Under,1.410108991825613,0.9959128065395095
2026-02-03,Brady Tkachuk,OTT,ASSISTS,0.5,0.9691817215727949,151,-204,pinnacle,Over,1.432646121147715,0.9691817215727949
2026-02-03,Brady Tkachuk,OTT,GOALS,0.5,0.0010626992561105207,160,-220,fanduel,Under,0.4529997101729303,0.9989373007438895
2026-02-03,Brady Tkachuk,OTT,POINTS,0.5,0.9697130712008502,-175,135,draftkings,Over,0.5238348261727644,0.9697130712008502
2026-02-03,Brady Tkachuk,OTT,SOG,2.5,0.0,-210,148,pinnacle,Under,1.48,1.0
2026-02-03,Brady Tkachuk,OTT,SOG,3.5,0.0,126,-165,fanduel,Under,0.606060606060606,1.0
2026-02-03,Claude Giroux,OTT,ASSISTS,0.5,0.2108095181155088,176,-234,draftkings,Under,0.12645137157871833,0.7891904818844913
2026-02-03,Claude Giroux,OTT,POINTS,0.5,0.2409422456056439,105,-135,draftkings,Under,0.32132275764943463,0.7590577543943561
2026-02-03,Drake Batherson,OTT,ASSISTS,0.5,0.07281375777533845,150,-198,draftkings,Under,0.3954621221361068,0.9271862422246615
2026-02-03,Drake Batherson,OTT,SOG,1.5,0.7253323576045859,-142,110,draftkings,Over,0.23612979253739286,0.7253323576045859
2026-02-03,Dylan Cozens,OTT,ASSISTS,0.5,0.9662236987818383,185,-250,betmgm,Over,1.7537375415282392,0.9662236987818383
2026-02-03,Dylan Cozens,OTT,GOALS,0.5,0.0033222591362126247,240,-340,fanduel,Under,0.2898182528825484,0.9966777408637874
2026-02-03,Dylan Cozens,OTT,POINTS,0.5,0.9689922480620154,-110,-120,betmgm,Over,0.8498942917547568,0.9689922480620154
2026-02-03,Dylan Cozens,OTT,SOG,1.5,0.0011074197120708748,-198,150,fanduel,Under,1.4972314507198228,0.9988925802879292
2026-02-03,Jake Sanderson,OTT,ASSISTS,0.5,0.8581453634085213,-105,-125,betmgm,Over,0.6754266618928273,0.8581453634085213
2026-02-03,Jake Sanderson,OTT,POINTS,0.5,0.8666666666666667,-135,105,draftkings,Over,0.508641975308642,0.8666666666666667
2026-02-03,Jake Sanderson,OTT,SOG,1.5,0.011027568922305764,-161,121,pinnacle,Under,1.1856290726817043,0.9889724310776943
2026-02-03,Ridly Greig,OTT,ASSISTS,0.5,0.8653562653562653,270,-385,draftkings,Over,2.2018181818181817,0.8653562653562653
2026-02-03,Ridly Greig,OTT,POINTS,0.5,0.8702702702702703,140,-185,betmgm,Over,1.0886486486486486,0.8702702702702703
2026-02-03,Shane Pinto,OTT,ASSISTS,0.5,1.0,240,-345,pinnacle,Over,2.4,1.0
2026-02-03,Shane Pinto,OTT,POINTS,0.5,1.0,115,-148,draftkings,Over,1.15,1.0
2026-02-03,Shane Pinto,OTT,SOG,1.5,0.0,-138,103,pinnacle,Under,1.0300000000000002,1.0
2026-02-03,Thomas Chabot,OTT,ASSISTS,0.5,0.14647853641037906,210,-285,draftkings,Under,0.1530026788842247,0.8535214635896209
2026-02-03,Thomas Chabot,OTT,SOG,1.5,0.766949659213201,-107,-123,pinnacle,Over,0.48372504165544505,0.766949659213201
2026-02-03,Tim Stützle,OTT,ASSISTS,0.5,1.0,100,-130,betmgm,Over,1.0,1.0
2026-02-03,Tim Stützle,OTT,GOALS,0.5,0.0,195,-270,fanduel,Under,0.37037037037037024,1.0
2026-02-03,Tim Stützle,OTT,POINTS,0.5,1.0,-212,160,draftkings,Over,0.4716981132075473,1.0
2026-02-03,Tim Stützle,OTT,SOG,2.5,0.0,145,-188,draftkings,Under,0.5319148936170213,1.0
2026-02-03,Anthony Mantha,PIT,ASSISTS,0.5,0.9415105053946621,189,-262,pinnacle,Over,1.720965360590573,0.9415105053946621
2026-02-03,Anthony Mantha,PIT,GOALS,0.5,0.001135718341851221,320,-490,fanduel,Under,0.20271413505777097,0.9988642816581488
2026-02-03,Anthony Mantha,PIT,POINTS,0.5,0.9426462237365133,-105,-125,draftkings,Over,0.8404045320570022,0.9426462237365133
2026-02-03,Anthony Mantha,PIT,SOG,1.5,0.001135718341851221,-123,-108,pinnacle,Under,0.9237386165268052,0.9988642816581488
2026-02-03,Ben Kindel,PIT,ASSISTS,0.5,0.8450844091360477,307,-468,pinnacle,Over,2.4394935451837143,0.8450844091360477
2026-02-03,Ben Kindel,PIT,POINTS,0.5,0.8594836146971202,146,-197,pinnacle,Over,1.1143296921549157,0.8594836146971202
2026-02-03,Erik Karlsson,PIT,ASSISTS,0.5,0.18092345078979344,110,-142,draftkings,Under,0.3958910204849999,0.8190765492102066
2026-02-03,Erik Karlsson,PIT,POINTS,0.5,0.26318347509113,-120,-110,draftkings,Under,0.40664972937147925,0.7368165249088701
2026-02-03,Evgeni Malkin,PIT,ASSISTS,0.5,0.11358495058935587,100,-135,betmgm,Under,0.5430187897148249,0.8864150494106441
2026-02-03,Evgeni Malkin,PIT,SOG,1.5,0.7956899630908442,-174,132,fanduel,Over,0.2529830453269615,0.7956899630908442
2026-02-03,Justin Brazeau,PIT,ASSISTS,0.5,0.8444782168186423,400,-725,pinnacle,Over,3.2223910840932115,0.8444782168186423
2026-02-03,Justin Brazeau,PIT,POINTS,0.5,0.8485309017223911,160,-220,betmgm,Over,1.2061803444782169,0.8485309017223911
2026-02-03,Justin Brazeau,PIT,SOG,1.5,0.014184397163120567,-118,-110,fanduel,Under,0.8820116054158608,0.9858156028368794
2026-02-03,Rickard Rakell,PIT,ASSISTS,0.5,0.9381625441696113,131,-180,pinnacle,Over,1.1671554770318022,0.9381625441696113
2026-02-03,Rickard Rakell,PIT,GOALS,0.5,0.005889281507656066,200,-270,fanduel,Under,0.36229987348950815,0.9941107184923439
2026-02-03,Rickard Rakell,PIT,POINTS,0.5,0.9428739693757362,-182,140,draftkings,Over,0.46093658991185504,0.9428739693757362
2026-02-03,Rickard Rakell,PIT,SOG,2.5,0.0,-122,-106,fanduel,Under,0.9433962264150944,1.0
2026-02-03,Sidney Crosby,PIT,ASSISTS,0.5,0.12263364686272175,-107,-123,pinnacle,Under,0.5906723312976672,0.8773663531372783
2026-02-03,Tommy Novak,PIT,ASSISTS,0.5,1.0,321,-495,pinnacle,Over,3.21,1.0
2026-02-03,Tommy Novak,PIT,POINTS,0.5,1.0,155,-210,betmgm,Over,1.5499999999999998,1.0
2026-02-03,Auston Matthews,TOR,ASSISTS,0.5,0.9495384615384616,105,-135,draftkings,Over,0.946553846153846,0.9495384615384616
2026-02-03,Auston Matthews,TOR,GOALS,0.5,0.0,130,-180,fanduel,Under,0.5555555555555556,1.0
2026-02-03,Auston Matthews,TOR,POINTS,1.5,0.12123076923076923,185,-248,draftkings,Under,0.2331116625310174,0.8787692307692307
2026-02-03,Auston Matthews,TOR,SOG,3.5,0.0,-132,102,fanduel,Under,1.02,1.0
2026-02-03,Bobby McMann,TOR,GOALS,0.5,0.014201183431952662,290,-440,fanduel,Under,0.2098440021516945,0.9857988165680474
2026-02-03,Bobby McMann,TOR,SOG,1.5,0.016568047337278107,-190,144,fanduel,Under,1.3995739644970415,0.9834319526627219
2026-02-03,John Tavares,TOR,ASSISTS,0.5,0.11909058101768315,145,-188,draftkings,Under,0.349478258866528,0.8809094189823169
2026-02-03,Matias Maccelli,TOR,ASSISTS,0.5,1.0,231,-330,pinnacle,Over,2.31,1.0
2026-02-03,Matias Maccelli,TOR,POINTS,0.5,1.0,126,-162,draftkings,Over,1.2599999999999998,1.0
2026-02-03,Matthew Knies,TOR,ASSISTS,0.5,0.8615023474178404,157,-214,pinnacle,Over,1.21406103286385,0.8615023474178404
2026-02-03,Matthew Knies,TOR,GOALS,0.5,0.002347417840375587,275,-420,fanduel,Under,0.23518891124524927,0.9976525821596244
2026-02-03,Matthew Knies,TOR,POINTS,0.5,0.8632629107981221,-125,-105,draftkings,Over,0.5538732394366198,0.8632629107981221
2026-02-03,Matthew Knies,TOR,SOG,1.5,0.011737089201877934,-118,-110,fanduel,Under,0.886683738796415,0.9882629107981221
2026-02-03,Max Domi,TOR,ASSISTS,0.5,0.09019895032344684,165,-218,draftkings,Under,0.3271409807208435,0.9098010496765532
2026-02-03,Oliver Ekman-Larsson,TOR,ASSISTS,0.5,0.16311800793937206,145,-190,betmgm,Under,0.2773461984083268,0.836881992060628
2026-02-03,Oliver Ekman-Larsson,TOR,POINTS,0.5,0.2408276193913148,115,-148,draftkings,Under,0.27212669183076976,0.7591723806086852
2026-02-03,William Nylander,TOR,ASSISTS,0.5,0.942019099590723,115,-150,betmgm,Over,1.0253410641200547,0.942019099590723
2026-02-03,William Nylander,TOR,GOALS,0.5,0.004092769440654843,195,-270,fanduel,Under,0.36476176039613956,0.9959072305593452
2026-02-03,William Nylander,TOR,POINTS,0.5,0.9454297407912687,-182,140,draftkings,Over,0.46489663133592196,0.9454297407912687
2026-02-03,William Nylander,TOR,SOG,2.5,0.0,118,-154,fanduel,Under,0.6493506493506493,1.0
2026-02-03,Alex Ovechkin,WSH,ASSISTS,0.5,0.14894126091637755,145,-188,draftkings,Under,0.3037495577451237,0.8510587390836224
2026-02-03,Alex Ovechkin,WSH,GOALS,0.5,0.13637994975475534,155,-210,fanduel,Under,0.2748676932191708,0.8636200502452447
2026-02-03,Alex Ovechkin,WSH,POINTS,0.5,0.26079674602225145,-182,135,pinnacle,Under,0.7371276468477092,0.7392032539777486
2026-02-03,Alex Ovechkin,WSH,SOG,2.5,0.3139131475056825,-182,140,draftkings,Under,0.646608445986362,0.6860868524943176
2026-02-03,Alex Ovechkin,WSH,SOG,3.5,0.19141045579614788,136,-178,fanduel,Under,0.2628533330824207,0.8085895442038521
2026-02-03,Aliaksei Protas,WSH,ASSISTS,0.5,0.7037223340040242,241,-347,pinnacle,Over,1.3996931589537225,0.7037223340040242
2026-02-03,Aliaksei Protas,WSH,GOALS,0.5,0.015090543259557344,310,-470,fanduel,Under,0.194464660302239,0.9849094567404426
2026-02-03,Aliaksei Protas,WSH,POINTS,0.5,0.7152917505030181,110,-145,betmgm,Over,0.502112676056338,0.7152917505030181
2026-02-03,Aliaksei Protas,WSH,SOG,1.5,0.011066398390342052,-210,155,pinnacle,Under,1.5217806841046275,0.9889336016096579
2026-02-03,Dylan Strome,WSH,ASSISTS,0.5,0.13366040445135816,120,-154,draftkings,Under,0.42889777447633126,0.8663395955486418
2026-02-03,Dylan Strome,WSH,POINTS,0.5,0.34533923656814647,-201,149,pinnacle,Under,0.6301053009453155,0.6546607634318535
2026-02-03,Jakob Chychrun,WSH,ASSISTS,0.5,0.14525277435265105,105,-135,draftkings,Under,0.4878933187194593,0.854747225647349
2026-02-03,Jakob Chychrun,WSH,POINTS,0.5,0.3457459926017263,-162,126,draftkings,Under,0.4786140567200984,0.6542540073982737
2026-02-03,Jakob Chychrun,WSH,SOG,2.5,0.3085080147965475,-182,140,draftkings,Under,0.6595807644882858,0.6914919852034525
2026-02-03,Jakob Chychrun,WSH,SOG,3.5,0.18199753390875462,132,-174,fanduel,Under,0.28811882591380017,0.8180024660912454
2026-02-03,John Carlson,WSH,ASSISTS,0.5,0.1638952027754516,100,-130,draftkings,Under,0.4792623335511239,0.8361047972245483
2026-02-03,John Carlson,WSH,POINTS,0.5,0.16963751644933606,-140,105,betmgm,Under,0.7022430912788611,0.830362483550664
2026-02-03,Justin Sourdif,WSH,ASSISTS,0.5,1.0,231,-330,pinnacle,Over,2.31,1.0
2026-02-03,Justin Sourdif,WSH,POINTS,0.5,1.0,105,-135,draftkings,Over,1.0499999999999998,1.0
2026-02-03,Justin Sourdif,WSH,SOG,1.5,0.0,-133,101,pinnacle,Under,1.0099999999999998,1.0
2026-02-03,Rasmus Sandin,WSH,ASSISTS,0.5,0.71,240,-345,pinnacle,Over,1.414,0.71
2026-02-03,Rasmus Sandin,WSH,POINTS,0.5,0.7125,186,-258,pinnacle,Over,1.0377500000000004,0.7125
2026-02-03,Ryan Leonard,WSH,ASSISTS,0.5,0.7065217391304348,206,-289,pinnacle,Over,1.1619565217391306,0.7065217391304348
2026-02-03,Ryan Leonard,WSH,POINTS,0.5,0.7228260869565217,112,-149,pinnacle,Over,0.5323913043478261,0.7228260869565217
2026-02-03,Ryan Leonard,WSH,SOG,1.5,0.019762845849802372,-188,142,fanduel,Under,1.3721739130434782,0.9802371541501976
2026-02-03,Tom Wilson,WSH,ASSISTS,0.5,0.116785626384445,115,-148,draftkings,Under,0.4799808422747137,0.883214373615555
