date,home,away,market,ev
2026-02-26,Los Angeles Kings,Edmonton Oilers,ev_away_ml,0.3899772727272728
2026-02-26,Nashville Predators,Chicago Blackhawks,ev_away_ml,0.3441666666666666
2026-02-26,Pittsburgh Penguins,New Jersey Devils,ev_home_ml,0.23433024691358018
2026-02-26,Montréal Canadiens,New York Islanders,ev_away_ml,0.18833333333333335
2026-02-26,Florida Panthers,Toronto Maple Leafs,ev_away_ml,0.17079999999999995
2026-02-26,Pittsburgh Penguins,New Jersey Devils,ev_under,0.16952499999999993
2026-02-26,Colorado Avalanche,Minnesota Wild,ev_away_ml,0.1505749999999998
2026-02-26,New York Rangers,Philadelphia Flyers,ev_home_ml,0.1465108695652172
2026-02-26,Ottawa Senators,Detroit Red Wings,ev_away_ml,0.12566666666666682
2026-02-26,Ottawa Senators,Detroit Red Wings,ev_over,0.10188888888888886
2026-02-26,Los Angeles Kings,Edmonton Oilers,ev_under,0.04591025641025631
2026-02-26,Nashville Predators,Chicago Blackhawks,ev_over,0.03290666666666653
2026-02-26,Carolina Hurricanes,Tampa Bay Lightning,ev_away_ml,0.01429999999999998
2026-02-26,San Jose Sharks,Calgary Flames,ev_away_ml,0.007574999999999998
2026-02-26,Boston Bruins,Columbus Blue Jackets,ev_away_ml,0.0025909090909091437
2026-02-26,Montréal Canadiens,New York Islanders,ev_over,-0.006349999999999856
2026-02-26,Carolina Hurricanes,Tampa Bay Lightning,ev_under,-0.024700000000000055
2026-02-26,Florida Panthers,Toronto Maple Leafs,ev_under,-0.029282051282051358
2026-02-26,Boston Bruins,Columbus Blue Jackets,ev_over,-0.030333333333333323
2026-02-26,New York Rangers,Philadelphia Flyers,ev_over,-0.036699999999999955
2026-02-26,Colorado Avalanche,Minnesota Wild,ev_under,-0.04153623188405797
2026-02-26,San Jose Sharks,Calgary Flames,ev_over,-0.043658730158730175
2026-02-26,San Jose Sharks,Calgary Flames,ev_under,-0.046210144927536334
2026-02-26,New York Rangers,Philadelphia Flyers,ev_under,-0.047091666666666754
2026-02-26,Colorado Avalanche,Minnesota Wild,ev_over,-0.048539682539682494
2026-02-26,Florida Panthers,Toronto Maple Leafs,ev_over,-0.05219999999999997
2026-02-26,Boston Bruins,Columbus Blue Jackets,ev_under,-0.05552777777777773
2026-02-26,Carolina Hurricanes,Tampa Bay Lightning,ev_over,-0.06075833333333347
2026-02-26,Montréal Canadiens,New York Islanders,ev_under,-0.06791025641025639
2026-02-26,Carolina Hurricanes,Tampa Bay Lightning,ev_home_ml,-0.08035483870967741
2026-02-26,San Jose Sharks,Calgary Flames,ev_home_ml,-0.08470000000000005
2026-02-26,Boston Bruins,Columbus Blue Jackets,ev_home_ml,-0.09349999999999997
2026-02-26,Nashville Predators,Chicago Blackhawks,ev_under,-0.09945679012345687
2026-02-26,Los Angeles Kings,Edmonton Oilers,ev_over,-0.1414499999999999
2026-02-26,Ottawa Senators,Detroit Red Wings,ev_home_ml,-0.16776995305164327
2026-02-26,Colorado Avalanche,Minnesota Wild,ev_home_ml,-0.17783064516129032
2026-02-26,Florida Panthers,Toronto Maple Leafs,ev_home_ml,-0.17929919678714862
2026-02-26,Montréal Canadiens,New York Islanders,ev_home_ml,-0.20483870967741935
2026-02-26,Ottawa Senators,Detroit Red Wings,ev_under,-0.21462000000000014
2026-02-26,Pittsburgh Penguins,New Jersey Devils,ev_over,-0.2269
2026-02-26,New York Rangers,Philadelphia Flyers,ev_away_ml,-0.24491666666666678
2026-02-26,Nashville Predators,Chicago Blackhawks,ev_home_ml,-0.2808148148148149
2026-02-26,Pittsburgh Penguins,New Jersey Devils,ev_away_ml,-0.3774383333333334
2026-02-26,Los Angeles Kings,Edmonton Oilers,ev_home_ml,-0.4808863636363637
