date,player,team,position,market,proj_lambda
2025-10-19,D. Heatherington,ANA,D,ASSISTS,0.45
2025-10-19,D. Heatherington,ANA,D,BLOCKS,1.3
2025-10-19,D. Heatherington,ANA,D,GOALS,0.35
2025-10-19,D. Heatherington,ANA,D,POINTS,0.9
2025-10-19,D. Heatherington,ANA,D,SOG,2.4
2025-10-19,D. Helleson,ANA,D,ASSISTS,0.4287739396095276
2025-10-19,D. Helleson,ANA,D,BLOCKS,1.2208244800567627
2025-10-19,D. Helleson,ANA,D,GOALS,0.10053344070911407
2025-10-19,D. Helleson,ANA,D,POINTS,0.5741226673126221
2025-10-19,D. Helleson,ANA,D,SOG,2.1110706329345703
2025-10-19,G. Lindstrom,ANA,D,ASSISTS,0.21534810960292816
2025-10-19,G. Lindstrom,ANA,D,BLOCKS,0.9778825044631958
2025-10-19,G. Lindstrom,ANA,D,GOALS,5.2131039410596713e-05
2025-10-19,G. Lindstrom,ANA,D,POINTS,0.07500436902046204
2025-10-19,G. Lindstrom,ANA,D,SOG,1.5970404148101807
2025-10-19,I. Moore,ANA,D,ASSISTS,0.45
2025-10-19,I. Moore,ANA,D,BLOCKS,1.3
2025-10-19,I. Moore,ANA,D,GOALS,0.35
2025-10-19,I. Moore,ANA,D,POINTS,0.9
2025-10-19,I. Moore,ANA,D,SOG,2.4
2025-10-19,J. LaCombe,ANA,D,ASSISTS,0.6010908484458923
2025-10-19,J. LaCombe,ANA,D,BLOCKS,0.8874503374099731
2025-10-19,J. LaCombe,ANA,D,GOALS,6.305606916612305e-07
2025-10-19,J. LaCombe,ANA,D,POINTS,0.7518405914306641
2025-10-19,J. LaCombe,ANA,D,SOG,1.8176281452178955
2025-10-19,J. Trouba,ANA,D,ASSISTS,0.0001962166716111824
2025-10-19,J. Trouba,ANA,D,BLOCKS,1.648671269416809
2025-10-19,J. Trouba,ANA,D,GOALS,5.2131039410596713e-05
2025-10-19,J. Trouba,ANA,D,POINTS,0.004458931274712086
2025-10-19,J. Trouba,ANA,D,SOG,1.5198676586151123
2025-10-19,K. Smith,ANA,D,ASSISTS,0.45
2025-10-19,K. Smith,ANA,D,BLOCKS,1.3
2025-10-19,K. Smith,ANA,D,GOALS,0.35
2025-10-19,K. Smith,ANA,D,POINTS,0.9
2025-10-19,K. Smith,ANA,D,SOG,2.4
2025-10-19,L. Profaca,ANA,D,ASSISTS,0.45
2025-10-19,L. Profaca,ANA,D,BLOCKS,1.3
2025-10-19,L. Profaca,ANA,D,GOALS,0.35
2025-10-19,L. Profaca,ANA,D,POINTS,0.9
2025-10-19,L. Profaca,ANA,D,SOG,2.4
2025-10-19,M. Pysyk,ANA,D,ASSISTS,0.45
2025-10-19,M. Pysyk,ANA,D,BLOCKS,1.3
2025-10-19,M. Pysyk,ANA,D,GOALS,0.35
2025-10-19,M. Pysyk,ANA,D,POINTS,0.9
2025-10-19,M. Pysyk,ANA,D,SOG,2.4
2025-10-19,N. Warren,ANA,D,ASSISTS,0.45
2025-10-19,N. Warren,ANA,D,BLOCKS,1.3
2025-10-19,N. Warren,ANA,D,GOALS,0.35
2025-10-19,N. Warren,ANA,D,POINTS,0.9
2025-10-19,N. Warren,ANA,D,SOG,2.4
2025-10-19,N. Wolff,ANA,D,ASSISTS,0.45
2025-10-19,N. Wolff,ANA,D,BLOCKS,1.3
2025-10-19,N. Wolff,ANA,D,GOALS,0.35
2025-10-19,N. Wolff,ANA,D,POINTS,0.9
2025-10-19,N. Wolff,ANA,D,SOG,2.4
2025-10-19,O. Zellweger,ANA,D,ASSISTS,0.32708024978637695
2025-10-19,O. Zellweger,ANA,D,BLOCKS,0.6296039819717407
2025-10-19,O. Zellweger,ANA,D,GOALS,6.305606916612305e-07
2025-10-19,O. Zellweger,ANA,D,POINTS,0.32169830799102783
2025-10-19,O. Zellweger,ANA,D,SOG,2.311516761779785
2025-10-19,P. Mintyukov,ANA,D,ASSISTS,0.13501103222370148
2025-10-19,P. Mintyukov,ANA,D,BLOCKS,0.5431199669837952
2025-10-19,P. Mintyukov,ANA,D,GOALS,0.10822199285030365
2025-10-19,P. Mintyukov,ANA,D,POINTS,0.21980616450309753
2025-10-19,P. Mintyukov,ANA,D,SOG,1.5964787006378174
2025-10-19,R. Dionicio,ANA,D,ASSISTS,0.45
2025-10-19,R. Dionicio,ANA,D,BLOCKS,1.3
2025-10-19,R. Dionicio,ANA,D,GOALS,0.35
2025-10-19,R. Dionicio,ANA,D,POINTS,0.9
2025-10-19,R. Dionicio,ANA,D,SOG,2.4
2025-10-19,R. Gudas,ANA,D,ASSISTS,0.13877597451210022
2025-10-19,R. Gudas,ANA,D,BLOCKS,2.2892303466796875
2025-10-19,R. Gudas,ANA,D,GOALS,0.10822199285030365
2025-10-19,R. Gudas,ANA,D,POINTS,0.22518841922283173
2025-10-19,R. Gudas,ANA,D,SOG,2.2925379276275635
2025-10-19,R. McKeown,ANA,D,ASSISTS,0.45
2025-10-19,R. McKeown,ANA,D,BLOCKS,1.3
2025-10-19,R. McKeown,ANA,D,GOALS,0.35
2025-10-19,R. McKeown,ANA,D,POINTS,0.9
2025-10-19,R. McKeown,ANA,D,SOG,2.4
2025-10-19,S. Solberg,ANA,D,ASSISTS,0.45
2025-10-19,S. Solberg,ANA,D,BLOCKS,1.3
2025-10-19,S. Solberg,ANA,D,GOALS,0.35
2025-10-19,S. Solberg,ANA,D,POINTS,0.9
2025-10-19,S. Solberg,ANA,D,SOG,2.4
2025-10-19,T. Hinds,ANA,D,ASSISTS,0.45
2025-10-19,T. Hinds,ANA,D,BLOCKS,1.3
2025-10-19,T. Hinds,ANA,D,GOALS,0.35
2025-10-19,T. Hinds,ANA,D,POINTS,0.9
2025-10-19,T. Hinds,ANA,D,SOG,2.4
2025-10-19,T. Luneau,ANA,D,ASSISTS,0.01016929466277361
2025-10-19,T. Luneau,ANA,D,BLOCKS,1.0626798868179321
2025-10-19,T. Luneau,ANA,D,GOALS,6.305606916612305e-07
2025-10-19,T. Luneau,ANA,D,POINTS,0.008281823247671127
2025-10-19,T. Luneau,ANA,D,SOG,1.7615065574645996
2025-10-19,A. Killorn,ANA,F,ASSISTS,0.13877597451210022
2025-10-19,A. Killorn,ANA,F,BLOCKS,0.6296039819717407
2025-10-19,A. Killorn,ANA,F,GOALS,0.24530425667762756
2025-10-19,A. Killorn,ANA,F,POINTS,0.32169830799102783
2025-10-19,A. Killorn,ANA,F,SOG,2.516068458557129
2025-10-19,B. McGinn,ANA,F,ASSISTS,0.13877597451210022
2025-10-19,B. McGinn,ANA,F,BLOCKS,0.7528385519981384
2025-10-19,B. McGinn,ANA,F,GOALS,0.10822199285030365
2025-10-19,B. McGinn,ANA,F,POINTS,0.22518841922283173
2025-10-19,B. McGinn,ANA,F,SOG,1.8560296297073364
2025-10-19,B. McLaughlin,ANA,F,ASSISTS,0.45
2025-10-19,B. McLaughlin,ANA,F,BLOCKS,1.3
2025-10-19,B. McLaughlin,ANA,F,GOALS,0.35
2025-10-19,B. McLaughlin,ANA,F,POINTS,0.9
2025-10-19,B. McLaughlin,ANA,F,SOG,2.4
2025-10-19,B. Sennecke,ANA,F,ASSISTS,0.20253534615039825
2025-10-19,B. Sennecke,ANA,F,BLOCKS,0.2926640510559082
2025-10-19,B. Sennecke,ANA,F,GOALS,0.4657510221004486
2025-10-19,B. Sennecke,ANA,F,POINTS,0.71893709897995
2025-10-19,B. Sennecke,ANA,F,SOG,2.4
2025-10-19,B. Tracey,ANA,F,ASSISTS,0.45
2025-10-19,B. Tracey,ANA,F,BLOCKS,1.3
2025-10-19,B. Tracey,ANA,F,GOALS,0.35
2025-10-19,B. Tracey,ANA,F,POINTS,0.9
2025-10-19,B. Tracey,ANA,F,SOG,2.4
2025-10-19,C. De Leo,ANA,F,ASSISTS,0.45
2025-10-19,C. De Leo,ANA,F,BLOCKS,1.3
2025-10-19,C. De Leo,ANA,F,GOALS,0.35
2025-10-19,C. De Leo,ANA,F,POINTS,0.9
2025-10-19,C. De Leo,ANA,F,SOG,2.4
2025-10-19,C. Gauthier,ANA,F,ASSISTS,3.879396172123961e-05
2025-10-19,C. Gauthier,ANA,F,BLOCKS,0.5431199669837952
2025-10-19,C. Gauthier,ANA,F,GOALS,0.5424225330352783
2025-10-19,C. Gauthier,ANA,F,POINTS,0.4386400282382965
2025-10-19,C. Gauthier,ANA,F,SOG,4.4147467613220215
2025-10-19,C. Kreider,ANA,F,ASSISTS,0.35641276836395264
2025-10-19,C. Kreider,ANA,F,BLOCKS,0.3132427930831909
2025-10-19,C. Kreider,ANA,F,GOALS,0.28360235691070557
2025-10-19,C. Kreider,ANA,F,POINTS,0.3486037254333496
2025-10-19,C. Kreider,ANA,F,SOG,2.1385867595672607
2025-10-19,C. Meyer,ANA,F,ASSISTS,0.10191676020622253
2025-10-19,C. Meyer,ANA,F,BLOCKS,0.353320837020874
2025-10-19,C. Meyer,ANA,F,GOALS,0.12187822163105011
2025-10-19,C. Meyer,ANA,F,POINTS,0.09172791242599487
2025-10-19,C. Meyer,ANA,F,SOG,2.027796506881714
2025-10-19,C. Pitre,ANA,F,ASSISTS,0.45
2025-10-19,C. Pitre,ANA,F,BLOCKS,1.3
2025-10-19,C. Pitre,ANA,F,GOALS,0.35
2025-10-19,C. Pitre,ANA,F,POINTS,0.9
2025-10-19,C. Pitre,ANA,F,SOG,2.4
2025-10-19,F. Vatrano,ANA,F,ASSISTS,0.23339052498340607
2025-10-19,F. Vatrano,ANA,F,BLOCKS,0.7826201319694519
2025-10-19,F. Vatrano,ANA,F,GOALS,0.24530425667762756
2025-10-19,F. Vatrano,ANA,F,POINTS,0.41761070489883423
2025-10-19,F. Vatrano,ANA,F,SOG,2.1891379356384277
2025-10-19,J. Bailey,ANA,F,ASSISTS,1.9885874280589633e-05
2025-10-19,J. Bailey,ANA,F,BLOCKS,0.2748291492462158
2025-10-19,J. Bailey,ANA,F,GOALS,1.144760062743444e-06
2025-10-19,J. Bailey,ANA,F,POINTS,0.0004816451983060688
2025-10-19,J. Bailey,ANA,F,SOG,1.3465685844421387
2025-10-19,J. Caulfield,ANA,F,ASSISTS,0.45
2025-10-19,J. Caulfield,ANA,F,BLOCKS,1.3
2025-10-19,J. Caulfield,ANA,F,GOALS,0.35
2025-10-19,J. Caulfield,ANA,F,POINTS,0.9
2025-10-19,J. Caulfield,ANA,F,SOG,2.4
2025-10-19,J. Harkins,ANA,F,ASSISTS,1.9885874280589633e-05
2025-10-19,J. Harkins,ANA,F,BLOCKS,0.7119622230529785
2025-10-19,J. Harkins,ANA,F,GOALS,1.144760062743444e-06
2025-10-19,J. Harkins,ANA,F,POINTS,0.0004816451983060688
2025-10-19,J. Harkins,ANA,F,SOG,1.6216055154800415
2025-10-19,J. Mysak,ANA,F,ASSISTS,0.45
2025-10-19,J. Mysak,ANA,F,BLOCKS,1.3
2025-10-19,J. Mysak,ANA,F,GOALS,0.35
2025-10-19,J. Mysak,ANA,F,POINTS,0.9
2025-10-19,J. Mysak,ANA,F,SOG,2.4
2025-10-19,J. Perreault,ANA,F,ASSISTS,0.45
2025-10-19,J. Perreault,ANA,F,BLOCKS,1.3
2025-10-19,J. Perreault,ANA,F,GOALS,0.35
2025-10-19,J. Perreault,ANA,F,POINTS,0.9
2025-10-19,J. Perreault,ANA,F,SOG,2.4
2025-10-19,J. Silfverberg,ANA,F,ASSISTS,0.13877597451210022
2025-10-19,J. Silfverberg,ANA,F,BLOCKS,0.7326236367225647
2025-10-19,J. Silfverberg,ANA,F,GOALS,0.10822199285030365
2025-10-19,J. Silfverberg,ANA,F,POINTS,0.29015451669692993
2025-10-19,J. Silfverberg,ANA,F,SOG,1.7130768299102783
2025-10-19,J. Wiebe,ANA,F,ASSISTS,0.45
2025-10-19,J. Wiebe,ANA,F,BLOCKS,1.3
2025-10-19,J. Wiebe,ANA,F,GOALS,0.35
2025-10-19,J. Wiebe,ANA,F,POINTS,0.9
2025-10-19,J. Wiebe,ANA,F,SOG,2.4
2025-10-19,L. Carlsson,ANA,F,ASSISTS,0.7705976366996765
2025-10-19,L. Carlsson,ANA,F,BLOCKS,0.24340611696243286
2025-10-19,L. Carlsson,ANA,F,GOALS,0.43013375997543335
2025-10-19,L. Carlsson,ANA,F,POINTS,1.0043530464172363
2025-10-19,L. Carlsson,ANA,F,SOG,3.0284204483032227
2025-10-19,M. Granlund,ANA,F,ASSISTS,0.5656822323799133
2025-10-19,M. Granlund,ANA,F,BLOCKS,0.36816081404685974
2025-10-19,M. Granlund,ANA,F,GOALS,0.12581801414489746
2025-10-19,M. Granlund,ANA,F,POINTS,0.6733807921409607
2025-10-19,M. Granlund,ANA,F,SOG,2.0158185958862305
2025-10-19,M. McTavish,ANA,F,ASSISTS,0.5933098793029785
2025-10-19,M. McTavish,ANA,F,BLOCKS,0.518069863319397
2025-10-19,M. McTavish,ANA,F,GOALS,0.10822199285030365
2025-10-19,M. McTavish,ANA,F,POINTS,0.8825469613075256
2025-10-19,M. McTavish,ANA,F,SOG,2.4928507804870605
2025-10-19,M. Phillips,ANA,F,ASSISTS,0.627776026725769
2025-10-19,M. Phillips,ANA,F,BLOCKS,0.2183234691619873
2025-10-19,M. Phillips,ANA,F,GOALS,0.4295750856399536
2025-10-19,M. Phillips,ANA,F,POINTS,0.6309618949890137
2025-10-19,M. Phillips,ANA,F,SOG,1.66556978225708
2025-10-19,N. Gaucher,ANA,F,ASSISTS,0.45
2025-10-19,N. Gaucher,ANA,F,BLOCKS,1.3
2025-10-19,N. Gaucher,ANA,F,GOALS,0.35
2025-10-19,N. Gaucher,ANA,F,POINTS,0.9
2025-10-19,N. Gaucher,ANA,F,SOG,2.4
