date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-18,Sean Walker,CAR,OTT,SOG,1.5,3.1952,0.616125,-154,116.0,williamhill_us,Over,-154.0,0.3659453692993849,0.8281716018586822,0.5589148738416005,MODEL OVR · CONF60+,0.8281716018586822
2026-04-18,Porter Martone,PHI,PIT,SOG,2.5,4.2224,0.549063,108,-143.0,williamhill_us,Over,108.0,0.6488312219608822,0.7927073182504241,0.5224053180423482,MODEL OVR · CONF60+,0.7927073182504241
2026-04-18,Matvei Michkov,PHI,PIT,POINTS,0.5,1.1585,0.548438,120,-160.0,betmgm,Over,120.0,0.5092951213949736,0.6860432369977152,0.5025661330376515,MODEL OVR · CONF60+ · MATCHUP+,0.6860432369977152
2026-04-18,Porter Martone,PHI,PIT,POINTS,0.5,1.1499,0.553375,-105,-125.0,betmgm,Over,-105.0,0.33412353237103165,0.6833315653607723,0.5003967957280973,MODEL OVR · CONF60+ · MATCHUP+,0.6833315653607723
2026-04-18,Travis Konecny,PHI,PIT,SOG,1.5,2.7105,0.54825,-173,129.0,williamhill_us,Over,-173.0,0.18863661927908665,0.7532385902391282,0.4908303356333116,MODEL OVR · CONF60+,0.7532385902391282
2026-04-18,Mats Zuccarello,MIN,DAL,POINTS,0.5,1.3689,0.596,-130,-105.0,betmgm,Over,-130.0,0.3191621143856701,0.7456133690005962,0.464431758622052,MODEL OVR · CONF60+ · MATCHUP-,0.7456133690005962
2026-04-18,Owen Tippett,PHI,PIT,POINTS,0.5,0.9823,0.510813,100,-135.0,betmgm,Over,100.0,0.25110224947746596,0.625551124738733,0.45417244323046574,MODEL OVR · CONF60+ · MATCHUP+,0.625551124738733
2026-04-18,Brady Tkachuk,OTT,CAR,POINTS,0.5,1.3215,0.597,-128,-101.0,betonlineag,Over,-128.0,0.3061284604617246,0.733265100610091,0.4520407611349323,MODEL OVR · CONF60+ · MATCHUP-,0.733265100610091
2026-04-18,Tim Stützle,OTT,CAR,POINTS,0.5,1.2987,0.592562,-159,122.0,betonlineag,Over,-159.0,0.184417889802994,0.7271136852458535,0.4471196288435424,MODEL OVR · CONF60+ · MATCHUP-,0.7271136852458535
2026-04-18,Seth Jarvis,CAR,OTT,POINTS,0.5,1.2435,0.582625,-172,131.0,betonlineag,Over,-172.0,0.12536340083676628,0.7116268564114845,0.44504335623548513,MODEL OVR · CONF60+ · MATCHUP-,0.7116268564114845
2026-04-18,Christian Dvorak,PHI,PIT,POINTS,0.5,0.9402,0.49375,125,-165.0,betmgm,Over,125.0,0.3712631353921577,0.6094502823965146,0.441291769356691,MODEL OVR · CONF60+ · MATCHUP+,0.6094502823965146
2026-04-18,Matvei Michkov,PHI,PIT,ASSISTS,0.5,0.9179,0.486375,220,-300.0,betmgm,Over,220.0,0.9220582066537132,0.6006431895792853,0.4339163187986255,MODEL OVR · CONF60+ · MATCHUP+,0.6006431895792853
2026-04-18,Miro Heiskanen,DAL,MIN,POINTS,0.5,0.4131,0.303687,-110,-118.0,betmgm,Under,-118.0,0.22227079779570447,0.6615961199077667,0.42576688026974246,MODEL UND · CONF60+,0.6615961199077667
