gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020788,2026-01-21,Toronto Maple Leafs,Detroit Red Wings,6,2
2025020789,2026-01-21,Colorado Avalanche,Anaheim Ducks,3,0
2025020790,2026-01-21,Utah Mammoth,Philadelphia Flyers,6,1
2025020791,2026-01-21,Calgary Flames,Pittsburgh Penguins,1,5
2025020793,2026-01-21,Seattle Kraken,New York Islanders,5,1
2025020792,2026-01-21,Vancouver Canucks,Washington Capitals,4,4
