date,home,away,market,ev
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_under,0.5312
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_home_ml,0.4602
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_under,0.3232
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_under,0.1837
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_under,0.1638
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_away_ml,0.1465
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_under,0.1383
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_away_ml,0.1344
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_away_pl_+1.5,0.1099
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_away_pl_+1.5,0.1018
2026-03-08T22:00:00Z,Buffalo Sabres,Tampa Bay Lightning,ev_under,0.0788
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_home_ml,0.0651
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_away_pl_+1.5,0.0635
2026-03-08T22:00:00Z,Buffalo Sabres,Tampa Bay Lightning,ev_away_ml,0.0534
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_away_ml,0.025
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_away_ml,0.0059
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_home_pl_-1.5,-0.0141
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_under,-0.0231
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_home_pl_-1.5,-0.0257
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_away_pl_+1.5,-0.0356
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_home_pl_-1.5,-0.0556
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_away_pl_+1.5,-0.0588
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_away_pl_+1.5,-0.0634
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_over,-0.0659
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_home_ml,-0.0704
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_home_ml,-0.1159
2026-03-08T22:00:00Z,Buffalo Sabres,Tampa Bay Lightning,ev_home_ml,-0.1477
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_home_ml,-0.1562
2026-03-08T22:00:00Z,Buffalo Sabres,Tampa Bay Lightning,ev_over,-0.1742
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_over,-0.1852
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_home_ml,-0.2067
2026-03-08T18:00:00Z,Colorado Avalanche,Minnesota Wild,ev_over,-0.2672
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_home_pl_-1.5,-0.2678
2026-03-08T23:00:00Z,New Jersey Devils,Detroit Red Wings,ev_home_pl_-1.5,-0.2835
2026-03-08T22:00:00Z,Dallas Stars,Chicago Blackhawks,ev_away_ml,-0.2871
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_over,-0.294
2026-03-08T20:30:00Z,Pittsburgh Penguins,Boston Bruins,ev_home_pl_-1.5,-0.3434
2026-03-09T01:00:00Z,Anaheim Ducks,St. Louis Blues,ev_over,-0.4294
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_over,-0.4819
2026-03-09T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_away_ml,-0.5725
