date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2026-01-05,8473533,Jordan Staal,CAR,ASSISTS,0.5,270,-385,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8473533,Jordan Staal,CAR,POINTS,0.5,155,-204,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8473533,Jordan Staal,CAR,POINTS,0.5,158,-214,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475791,Taylor Hall,CAR,ASSISTS,0.5,290,-420,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475791,Taylor Hall,CAR,ASSISTS,0.5,305,-465,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475791,Taylor Hall,CAR,POINTS,0.5,160,-212,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475791,Taylor Hall,CAR,POINTS,0.5,160,-218,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475791,Taylor Hall,CAR,SOG,1.5,100,-130,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,ASSISTS,0.5,-142,110,draftkings,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,ASSISTS,0.5,-145,109,pinnacle,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,GOALS,0.5,170,-240,fanduel,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,POINTS,1.5,180,-240,draftkings,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,POINTS,1.5,188,-260,pinnacle,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,SOG,2.5,115,-148,draftkings,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,SOG,2.5,122,-160,fanduel,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8475913,Mark Stone,VGK,SOG,2.5,112,-149,pinnacle,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,ASSISTS,0.5,270,-385,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,ASSISTS,0.5,282,-422,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,POINTS,0.5,190,-255,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,POINTS,0.5,193,-268,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,SOG,2.5,126,-162,draftkings,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,SOG,2.5,126,-165,fanduel,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476462,Dougie Hamilton,NJD,SOG,2.5,123,-164,pinnacle,2026-01-04T15:51:07.632755Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476881,Tomas Hertl,VGK,ASSISTS,0.5,160,-212,draftkings,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476881,Tomas Hertl,VGK,ASSISTS,0.5,160,-218,pinnacle,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476881,Tomas Hertl,VGK,GOALS,0.5,180,-250,fanduel,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476881,Tomas Hertl,VGK,POINTS,0.5,-148,115,draftkings,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
2026-01-05,8476881,Tomas Hertl,VGK,POINTS,0.5,-152,114,pinnacle,2026-01-04T15:51:07.634759Z,2026-01-04T15:51:08.157113Z,True
