date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-05-06,8473986.0,Alex Killorn,ANA,ASSISTS,0.5,230,-325,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,ASSISTS,0.5,230,-315,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,ASSISTS,0.5,246,-356,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,POINTS,0.5,120,-155,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,POINTS,0.5,120,-154,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,POINTS,0.5,120,-160,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,SOG,1.5,-135,100,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,SOG,1.5,-130,100,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8473986.0,Alex Killorn,ANA,SOG,1.5,-134,101,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8473986.0
2026-05-06,8474590.0,John Carlson,ANA,ASSISTS,0.5,135,-175,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,ASSISTS,0.5,135,-175,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,ASSISTS,0.5,137,-184,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,POINTS,0.5,105,-145,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,POINTS,0.5,110,-140,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,POINTS,0.5,108,-144,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,SOG,1.5,-165,125,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,SOG,1.5,-166,130,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8474590.0,John Carlson,ANA,SOG,1.5,-174,130,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8474590.0
2026-05-06,8475184.0,Chris Kreider,ANA,ASSISTS,0.5,200,-285,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,ASSISTS,0.5,210,-280,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,ASSISTS,0.5,215,-304,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,POINTS,0.5,110,-150,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,POINTS,0.5,114,-145,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,POINTS,0.5,113,-150,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,SOG,1.5,-125,-110,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,SOG,1.5,-120,-110,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475184.0,Chris Kreider,ANA,SOG,1.5,-122,-108,pinnacle,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475184.0
2026-05-06,8475722.0,Jason Zucker,BUF,ASSISTS,0.5,220,-300,betmgm,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,ASSISTS,0.5,230,-315,draftkings,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,ASSISTS,0.5,237,-340,pinnacle,2026-05-05T18:50:26.585144Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,GOALS,0.5,300,-450,fanduel,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,POINTS,0.5,110,-150,betmgm,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,POINTS,0.5,110,-140,draftkings,2026-05-05T18:50:26.585144Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,POINTS,0.5,112,-149,pinnacle,2026-05-05T18:50:26.585144Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,SOG,2.5,125,-165,betmgm,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,SOG,2.5,135,-175,draftkings,2026-05-05T18:50:26.585144Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,SOG,2.5,146,-192,fanduel,2026-05-05T18:50:26.584136Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475722.0,Jason Zucker,BUF,SOG,2.5,141,-190,pinnacle,2026-05-05T18:50:26.585144Z,2026-05-05T18:52:14.400259Z,False,id::8475722.0
2026-05-06,8475798.0,Mikael Granlund,ANA,ASSISTS,0.5,155,-210,betmgm,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475798.0
2026-05-06,8475798.0,Mikael Granlund,ANA,ASSISTS,0.5,160,-210,draftkings,2026-05-05T18:50:26.580883Z,2026-05-05T18:52:14.400259Z,False,id::8475798.0
