date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2025-11-11,8471214,Alex Ovechkin,WSH,GOALS,0.5,180,-250,fanduel,2025-11-10T19:58:55.439173Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,ASSISTS,0.5,145,-188,draftkings,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,ASSISTS,0.5,149,-201,pinnacle,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,GOALS,0.5,210,-290,fanduel,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,POINTS,0.5,-162,126,draftkings,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,POINTS,0.5,-170,124,pinnacle,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,SOG,2.5,100,-130,draftkings,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,SOG,2.5,106,-138,fanduel,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8473419,Brad Marchand,FLA,SOG,2.5,-103,-129,pinnacle,2025-11-10T19:58:55.409382Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,ASSISTS,0.5,260,-370,draftkings,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,ASSISTS,0.5,270,-425,pinnacle,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,GOALS,0.5,320,-490,fanduel,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,POINTS,0.5,126,-162,draftkings,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,POINTS,0.5,128,-172,pinnacle,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,SOG,1.5,-182,140,draftkings,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,SOG,1.5,-182,138,fanduel,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8474564,Steven Stamkos,NSH,SOG,1.5,-193,143,pinnacle,2025-11-10T19:58:55.383862Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,ASSISTS,0.5,170,-225,draftkings,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,ASSISTS,0.5,172,-235,pinnacle,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,GOALS,0.5,260,-400,fanduel,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,POINTS,0.5,-115,-115,draftkings,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,POINTS,0.5,-119,-112,pinnacle,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,SOG,2.5,110,-142,draftkings,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
2025-11-11,8475151,Kyle Palmieri,NYI,SOG,2.5,114,-148,fanduel,2025-11-10T19:58:55.340000Z,2025-11-10T19:58:57.403744Z,True
