date,home,away,actual_home_goals,actual_away_goals,actual_total,actual_diff,home_won,p_home_nn,total_nn,diff_nn,home_proj_nn,away_proj_nn,p_home_elo,total_poisson,diff_poisson,home_proj_poisson,away_proj_poisson
2025-10-01 00:00:00+00:00,MIN,WPG,3.0,2.0,5.0,1.0,True,0.527526319026947,5.450582981109619,-0.002030964009463787,2.7242760085500777,2.7263069725595415,0.44039870271958914,6.029999999999999,-0.4091508971554507,2.8104245514222743,3.219575448577725
2025-10-01 00:00:00+00:00,STL,DAL,3.0,5.0,8.0,-2.0,False,0.5576425790786743,5.26621675491333,-0.013062654994428158,2.626577049959451,2.639639704953879,0.5021558721407335,6.029999999999999,0.10960932598216155,3.0698046629910807,2.960195337008919
2025-10-01 00:00:00+00:00,CHI,DET,1.0,3.0,4.0,-2.0,False,0.5006645321846008,4.531617164611816,-0.1907138228416443,2.170451670885086,2.3611654937267303,0.41447497147367973,6.029999999999999,-0.6269102396210897,2.701544880189455,3.3284551198105445
2025-10-01 00:00:00+00:00,COL,VGK,4.0,2.0,6.0,2.0,True,0.5992115139961243,5.411351203918457,0.6075344085693359,3.0094428062438965,2.4019083976745605,0.6442167262037796,6.029999999999999,1.3029205001117483,3.666460250055874,2.3635397499441257
2025-10-01 01:00:00+00:00,UTA,LAK,2.0,3.0,5.0,-1.0,False,0.6120484471321106,3.484246253967285,-0.38266757130622864,1.5507893413305283,1.933456912636757,0.4231064990306231,6.03,-0.5544054081427658,2.737797295928617,3.292202704071383
2025-10-01 23:00:00+00:00,BUF,PIT,3.0,5.0,8.0,-2.0,False,0.5410152077674866,6.669876575469971,-0.05159518122673035,3.30914069712162,3.3607358783483505,0.6285229111761812,6.029999999999999,1.1710924538799223,3.600546226939961,2.4294537730600387
2025-10-02 01:00:00+00:00,CGY,VAN,1.0,8.0,9.0,-7.0,False,0.48154571652412415,4.345904350280762,-0.3628906309604645,1.9915068596601486,2.354397490620613,0.620242859876334,6.029999999999999,1.1015400229612062,3.565770011480603,2.4642299885193966
2025-10-02 01:00:00+00:00,VGK,COL,2.0,1.0,3.0,1.0,True,0.6726363897323608,5.8525004386901855,0.8498216271400452,3.3511610329151154,2.50133940577507,0.47110124770873224,6.029999999999999,-0.1512495192466492,2.939375240376675,3.0906247596233243
2025-10-02 02:00:00+00:00,SJS,ANA,2.0,5.0,7.0,-3.0,False,0.2481776475906372,6.915755271911621,-0.31259235739707947,3.301581457257271,3.6141738146543503,0.33492743492495725,6.029999999999999,-1.2951095466303588,2.3674452266848203,3.662554773315179
2025-10-02 02:00:00+00:00,SEA,EDM,4.0,2.0,6.0,2.0,True,0.588951826095581,4.772461414337158,0.6145613789558411,2.6935113966464996,2.0789500176906586,0.3383966353234633,6.029999999999999,-1.2659682632829075,2.382015868358546,3.6479841316414534
2025-10-02 23:00:00+00:00,WSH,BOS,1.0,3.0,4.0,-2.0,False,0.6544501781463623,4.707197189331055,0.5607894062995911,2.633993297815323,2.073203891515732,0.7649155291743128,6.029999999999999,2.316790445064228,4.173395222532114,1.856604777467886
2025-10-02 23:00:00+00:00,TOR,DET,1.0,3.0,4.0,-2.0,False,0.6422457695007324,4.333788871765137,0.7825348377227783,2.5581618547439575,1.7756270170211792,0.6973211252518942,6.029999999999999,1.7489974521159106,3.889498726057955,2.1405012739420446
2025-10-02 23:00:00+00:00,TBL,FLA,5.0,2.0,7.0,3.0,True,0.5280278921127319,7.0045976638793945,-0.19947636127471924,3.4025606513023376,3.602037012577057,0.5102406502209511,6.029999999999999,0.17752146185598905,3.1037607309279944,2.9262392690720054
2025-10-02 23:00:00+00:00,NYR,NJD,1.0,3.0,4.0,-2.0,False,0.5472757816314697,4.963385105133057,-0.3098675012588501,2.3267588019371033,2.6366263031959534,0.6288800651115626,6.029999999999999,1.1740925469371262,3.602046273468563,2.427953726531437
2025-10-02 23:00:00+00:00,PHI,NYI,3.0,4.0,7.0,-1.0,False,0.6035792231559753,5.201833248138428,0.20890091359615326,2.7053670808672905,2.4964661672711372,0.5665201134501835,6.029999999999999,0.6502689529815413,3.3401344764907703,2.689865523509229
2025-10-03 00:00:00+00:00,STL,OTT,7.0,1.0,8.0,6.0,True,0.5684670209884644,5.0784101486206055,0.9780290126800537,3.0282195806503296,2.050190567970276,0.5397987263775361,6.029999999999999,0.4258093015713036,3.2279046507856517,2.802095349214348
2025-10-03 01:00:00+00:00,UTA,LAK,2.0,1.0,3.0,1.0,True,0.636472761631012,3.442301034927368,-0.3148749768733978,1.5637130290269852,1.878588005900383,0.40329914119746413,6.029999999999999,-0.7207872139413012,2.6546063930293493,3.3753936069706505
2025-10-03 23:00:00+00:00,PIT,BUF,5.0,4.0,9.0,1.0,True,0.5924944281578064,6.84087610244751,-0.3045228123664856,3.268176645040512,3.5726994574069977,0.5445142894106223,6.029999999999999,0.4654200310492276,3.2477100155246137,2.782289984475386
2025-10-04 00:00:00+00:00,CHI,MIN,2.0,3.0,5.0,-1.0,False,0.4240751564502716,4.446275234222412,-0.4855920374393463,1.980341598391533,2.465933635830879,0.39752251345249656,6.029999999999999,-0.7693108869990279,2.6303445565004857,3.3996554434995137
