date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2025-12-22,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,105,-135,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,103,-136,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,GOALS,0.5,160,-220,fanduel,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,POINTS,0.5,-198,150,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,POINTS,0.5,-220,162,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,SOG,2.5,105,-135,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,SOG,2.5,100,-130,fanduel,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471675.0,Sidney Crosby,PIT,SOG,2.5,105,-140,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,ASSISTS,0.5,210,-285,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,ASSISTS,0.5,215,-304,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,POINTS,0.5,165,-218,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,POINTS,0.5,169,-231,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,SOG,1.5,100,-130,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8471724.0,Kris Letang,PIT,SOG,1.5,-101,-132,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473512.0,Claude Giroux,OTT,ASSISTS,0.5,220,-300,draftkings,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473512.0,Claude Giroux,OTT,ASSISTS,0.5,226,-323,pinnacle,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473512.0,Claude Giroux,OTT,POINTS,0.5,135,-175,draftkings,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473512.0,Claude Giroux,OTT,POINTS,0.5,133,-178,pinnacle,2025-12-21T18:14:39.924810Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473994.0,Jamie Benn,DAL,ASSISTS,0.5,220,-300,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473994.0,Jamie Benn,DAL,ASSISTS,0.5,231,-330,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473994.0,Jamie Benn,DAL,POINTS,0.5,126,-162,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8473994.0,Jamie Benn,DAL,POINTS,0.5,121,-161,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474102.0,David Perron,OTT,ASSISTS,0.5,270,-385,draftkings,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474102.0,David Perron,OTT,ASSISTS,0.5,281,-419,pinnacle,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474102.0,David Perron,OTT,GOALS,0.5,290,-450,fanduel,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474102.0,David Perron,OTT,POINTS,0.5,145,-188,draftkings,2025-12-21T18:14:39.923622Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474102.0,David Perron,OTT,POINTS,0.5,147,-198,pinnacle,2025-12-21T18:14:39.924810Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,ASSISTS,0.5,180,-240,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,ASSISTS,0.5,182,-251,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,GOALS,0.5,230,-330,fanduel,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,POINTS,0.5,-125,-105,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,POINTS,0.5,-124,-107,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,SOG,1.5,-205,154,fanduel,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,SOG,2.5,135,-175,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474564.0,Steven Stamkos,NSH,SOG,2.5,128,-172,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,ASSISTS,0.5,100,-130,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,ASSISTS,0.5,-102,-130,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,POINTS,0.5,-135,105,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,POINTS,0.5,-141,106,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,SOG,2.5,130,-168,draftkings,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,SOG,2.5,126,-165,fanduel,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474578.0,Erik Karlsson,PIT,SOG,2.5,131,-176,pinnacle,2025-12-21T18:14:39.915373Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,ASSISTS,0.5,100,-130,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,ASSISTS,0.5,-102,-130,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,POINTS,0.5,-142,110,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,POINTS,0.5,-143,108,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,SOG,2.5,-105,-125,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,SOG,2.5,-102,-128,fanduel,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8474600.0,Roman Josi,NSH,SOG,2.5,-113,-118,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,ASSISTS,0.5,120,-154,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,ASSISTS,0.5,120,-160,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,GOALS,0.5,230,-330,fanduel,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,POINTS,0.5,-148,115,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,POINTS,0.5,-157,118,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,SOG,1.5,-125,-105,draftkings,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,SOG,1.5,-115,-113,fanduel,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475158.0,Ryan O'Reilly,NSH,SOG,1.5,-128,-104,pinnacle,2025-12-21T18:14:39.970518Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,ASSISTS,0.5,180,-240,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,ASSISTS,0.5,182,-251,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,GOALS,0.5,240,-340,fanduel,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,POINTS,0.5,-120,-110,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,POINTS,0.5,-124,-107,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,SOG,2.5,110,-142,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,SOG,2.5,104,-135,fanduel,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475166.0,John Tavares,TOR,SOG,2.5,114,-152,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475168.0,Matt Duchene,DAL,ASSISTS,0.5,230,-320,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475168.0,Matt Duchene,DAL,ASSISTS,0.5,241,-347,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475168.0,Matt Duchene,DAL,POINTS,0.5,130,-168,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475168.0,Matt Duchene,DAL,POINTS,0.5,133,-178,pinnacle,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
2025-12-22,8475168.0,Matt Duchene,DAL,SOG,1.5,-120,-110,draftkings,2025-12-21T18:14:39.937379Z,2025-12-21T18:14:41.405953Z,True
