date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2026-01-06,8470621,Corey Perry,LAK,ASSISTS,0.5,270,-385,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8470621,Corey Perry,LAK,ASSISTS,0.5,281,-419,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8470621,Corey Perry,LAK,POINTS,0.5,145,-188,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8470621,Corey Perry,LAK,POINTS,0.5,145,-195,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,ASSISTS,0.5,126,-162,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,ASSISTS,0.5,127,-170,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,POINTS,0.5,-204,155,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,POINTS,0.5,-215,158,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,SOG,3.5,130,-168,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471214,Alex Ovechkin,WSH,SOG,3.5,130,-174,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471685,Anze Kopitar,LAK,ASSISTS,0.5,150,-198,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471685,Anze Kopitar,LAK,ASSISTS,0.5,149,-201,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471685,Anze Kopitar,LAK,POINTS,0.5,-115,-115,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8471685,Anze Kopitar,LAK,POINTS,0.5,-113,-117,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8473512,Claude Giroux,OTT,ASSISTS,0.5,190,-255,draftkings,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8473512,Claude Giroux,OTT,ASSISTS,0.5,193,-268,pinnacle,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8473512,Claude Giroux,OTT,POINTS,0.5,110,-142,draftkings,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8473512,Claude Giroux,OTT,POINTS,0.5,106,-141,pinnacle,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,ASSISTS,0.5,145,-188,draftkings,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,ASSISTS,0.5,145,-195,pinnacle,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,GOALS,0.5,290,-440,fanduel,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,POINTS,0.5,-125,-105,draftkings,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,POINTS,0.5,-125,-106,pinnacle,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,SOG,2.5,130,-168,draftkings,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,SOG,2.5,130,-170,fanduel,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474141,Patrick Kane,DET,SOG,2.5,132,-177,pinnacle,2026-01-05T16:54:59.355992Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,ASSISTS,0.5,230,-320,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,ASSISTS,0.5,249,-361,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,GOALS,0.5,275,-420,fanduel,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,POINTS,0.5,120,-154,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,POINTS,0.5,121,-162,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,SOG,1.5,-198,150,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,SOG,1.5,-204,151,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474150,Mikael Backlund,CGY,SOG,2.5,142,-188,fanduel,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,ASSISTS,0.5,195,-265,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,ASSISTS,0.5,196,-273,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,POINTS,0.5,145,-188,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,POINTS,0.5,148,-199,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,SOG,1.5,-105,-125,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474563,Drew Doughty,LAK,SOG,1.5,-105,-126,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,ASSISTS,0.5,170,-225,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,ASSISTS,0.5,171,-235,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,POINTS,0.5,-120,-110,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,POINTS,0.5,-121,-110,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,SOG,1.5,-168,130,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474586,Jordan Eberle,SEA,SOG,1.5,-181,135,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,ASSISTS,0.5,155,-204,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,ASSISTS,0.5,155,-210,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,POINTS,0.5,115,-148,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,POINTS,0.5,117,-155,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,SOG,1.5,-168,130,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8474590,John Carlson,WSH,SOG,1.5,-169,127,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475149,Marcus Johansson,MIN,ASSISTS,0.5,195,-265,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475149,Marcus Johansson,MIN,ASSISTS,0.5,208,-293,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475149,Marcus Johansson,MIN,POINTS,0.5,130,-168,draftkings,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475149,Marcus Johansson,MIN,POINTS,0.5,129,-172,pinnacle,2026-01-05T16:54:59.351131Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,ASSISTS,0.5,120,-154,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,ASSISTS,0.5,121,-161,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,GOALS,0.5,175,-240,fanduel,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,POINTS,0.5,-168,130,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,POINTS,0.5,-149,133,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,SOG,2.5,-142,110,draftkings,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,SOG,2.5,-146,112,fanduel,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475172,Nazem Kadri,CGY,SOG,2.5,-147,111,pinnacle,2026-01-05T16:54:59.369639Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,ASSISTS,0.5,310,-455,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,ASSISTS,0.5,334,-523,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,GOALS,0.5,260,-400,fanduel,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,POINTS,0.5,145,-188,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,POINTS,0.5,143,-192,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,SOG,1.5,-135,105,draftkings,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,SOG,1.5,-138,106,fanduel,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
2026-01-06,8475184,Chris Kreider,ANA,SOG,1.5,-136,103,pinnacle,2026-01-05T16:54:59.361156Z,2026-01-05T16:55:01.811888Z,True
