date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2025-11-02,8473986.0,Alex Killorn,ANA,ASSISTS,0.5,300,-440,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,ASSISTS,0.5,316,-486,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,POINTS,0.5,170,-225,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,POINTS,0.5,158,-205,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,POINTS,0.5,171,-234,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,SOG,1.5,110,-142,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,SOG,1.5,108,-140,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8473986.0,Alex Killorn,ANA,SOG,1.5,112,-149,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,ASSISTS,0.5,300,-440,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,ASSISTS,0.5,312,-479,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,GOALS,0.5,380,-600,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,POINTS,0.5,160,-212,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,POINTS,0.5,158,-205,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,POINTS,0.5,164,-223,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,SOG,1.5,-142,110,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,SOG,1.5,-140,108,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8474150.0,Mikael Backlund,CGY,SOG,1.5,-146,109,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,ASSISTS,0.5,190,-255,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,ASSISTS,0.5,199,-277,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,GOALS,0.5,220,-310,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,POINTS,0.5,-120,-110,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,POINTS,0.5,-132,104,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,POINTS,0.5,-141,105,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,SOG,2.5,105,-135,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,SOG,2.5,106,-138,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475151.0,Kyle Palmieri,NYI,SOG,2.5,104,-138,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,ASSISTS,0.5,115,-148,draftkings,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,ASSISTS,0.5,113,-150,pinnacle,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,POINTS,0.5,-115,-115,draftkings,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,POINTS,0.5,-115,-111,fanduel,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,POINTS,0.5,-117,-114,pinnacle,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,SOG,1.5,-168,130,draftkings,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,SOG,1.5,-188,142,fanduel,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475167.0,Victor Hedman,TBL,SOG,1.5,-176,132,pinnacle,2025-11-02T16:26:19.787392Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,ASSISTS,0.5,140,-182,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,ASSISTS,0.5,142,-191,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,GOALS,0.5,180,-250,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,POINTS,0.5,-168,130,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,POINTS,0.5,-162,126,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,POINTS,0.5,-173,130,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,SOG,3.5,135,-175,draftkings,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,SOG,3.5,128,-168,fanduel,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475172.0,Nazem Kadri,CGY,SOG,3.5,138,-185,pinnacle,2025-11-02T16:26:19.799699Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,ASSISTS,0.5,220,-300,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,ASSISTS,0.5,210,-320,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,GOALS,0.5,210,-300,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,POINTS,0.5,-110,-120,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,POINTS,0.5,-125,-102,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,POINTS,0.5,-110,-122,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,SOG,1.5,-198,150,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,SOG,1.5,-200,148,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475184.0,Chris Kreider,ANA,SOG,2.5,148,-196,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475200.0,Dmitry Orlov,SJS,ASSISTS,0.5,210,-285,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475200.0,Dmitry Orlov,SJS,ASSISTS,0.5,215,-304,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475200.0,Dmitry Orlov,SJS,POINTS,0.5,170,-225,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475200.0,Dmitry Orlov,SJS,POINTS,0.5,164,-215,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475200.0,Dmitry Orlov,SJS,POINTS,0.5,173,-237,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,ASSISTS,0.5,230,-320,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,ASSISTS,0.5,255,-372,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,GOALS,0.5,275,-420,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,POINTS,0.5,110,-142,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,POINTS,0.5,110,-140,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,POINTS,0.5,111,-147,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,SOG,2.5,105,-135,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,SOG,2.5,108,-140,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475314.0,Anders Lee,NYI,SOG,2.5,104,-138,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,ASSISTS,0.5,195,-265,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,ASSISTS,0.5,205,-288,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,GOALS,0.5,220,-310,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,POINTS,0.5,-120,-110,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,POINTS,0.5,-120,-106,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,POINTS,0.5,-118,-113,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,SOG,2.5,-115,-115,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,SOG,2.5,-108,-120,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475726.0,Tyler Toffoli,SJS,SOG,2.5,-106,-125,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475745.0,Charlie Coyle,CBJ,ASSISTS,0.5,230,-320,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475745.0,Charlie Coyle,CBJ,ASSISTS,0.5,231,-330,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475745.0,Charlie Coyle,CBJ,POINTS,0.5,135,-175,draftkings,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475745.0,Charlie Coyle,CBJ,POINTS,0.5,140,-180,fanduel,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475745.0,Charlie Coyle,CBJ,POINTS,0.5,121,-162,pinnacle,2025-11-02T16:26:19.812081Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475784.0,Jeff Skinner,SJS,GOALS,0.5,330,-500,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475784.0,Jeff Skinner,SJS,SOG,1.5,-120,-110,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475784.0,Jeff Skinner,SJS,SOG,1.5,-132,102,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475784.0,Jeff Skinner,SJS,SOG,1.5,-131,-101,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,ASSISTS,0.5,170,-225,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,ASSISTS,0.5,156,-211,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,POINTS,0.5,130,-168,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,POINTS,0.5,130,-166,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,POINTS,0.5,119,-158,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,SOG,1.5,100,-130,draftkings,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,SOG,1.5,102,-132,fanduel,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
2025-11-02,8475906.0,John Klingberg,SJS,SOG,1.5,-101,-132,pinnacle,2025-11-02T16:26:19.839233Z,2025-11-02T16:26:19.878788Z,True
